timestamp,data_source,imu_accel_x,imu_accel_y,imu_accel_z,gyro_x,gyro_y,gyro_z,barometric_pressure,latitude,longitude,gps_altitude,gps_fix,gps_satellites,temperature,battery_voltage,separation_detected
5.100,SYNTHETIC,-0.019,0.093,9.832,-0.068,-0.004,-0.015,101326.1,,,,,,,,0
5.120,SYNTHETIC,0.060,0.004,9.783,0.073,-0.177,-0.098,101330.7,,,,,,,,0
5.140,SYNTHETIC,-0.024,-0.004,9.762,-0.117,-0.094,-0.109,101325.4,,,,,,,,0
5.160,SYNTHETIC,0.077,-0.009,9.894,0.039,-0.139,0.023,101327.4,,,,,,,,0
5.180,SYNTHETIC,-0.063,-0.069,9.706,-0.111,-0.216,0.032,101327.5,,,,,,,,0
5.200,SYNTHETIC,-0.047,-0.020,9.812,-0.115,-0.142,-0.088,101326.6,,,,,,,,0
5.220,SYNTHETIC,-0.005,-0.043,9.842,-0.094,-0.040,0.156,101323.5,,,,,,,,0
5.240,SYNTHETIC,0.073,0.094,9.788,-0.015,-0.120,-0.061,101325.0,,,,,,,,0
5.260,SYNTHETIC,-0.037,0.082,9.837,0.065,-0.072,0.076,101320.5,,,,,,,,0
5.280,SYNTHETIC,0.037,0.005,9.921,0.106,0.069,-0.001,101322.5,,,,,,,,0
5.300,SYNTHETIC,0.007,0.096,9.777,0.060,-0.053,-0.146,101324.2,,,,,,,,0
5.320,SYNTHETIC,-0.025,-0.025,9.653,-0.060,0.128,0.135,101331.6,,,,,,,,0
5.340,SYNTHETIC,0.093,-0.077,9.863,0.094,-0.126,0.106,101323.9,,,,,,,,0
5.360,SYNTHETIC,-0.017,0.047,9.821,-0.095,0.135,0.008,101329.2,,,,,,,,0
5.380,SYNTHETIC,0.028,-0.004,9.755,0.004,0.058,0.033,101326.9,,,,,,,,0
5.400,SYNTHETIC,-0.066,-0.060,9.764,0.017,-0.131,-0.033,101327.1,,,,,,,,0
5.420,SYNTHETIC,-0.031,-0.111,9.809,-0.187,-0.074,-0.098,101324.4,,,,,,,,0
5.440,SYNTHETIC,0.012,-0.034,9.759,0.004,-0.123,-0.070,101324.0,,,,,,,,0
5.460,SYNTHETIC,-0.046,-0.053,9.832,-0.068,0.024,-0.027,101323.3,,,,,,,,0
5.480,SYNTHETIC,-0.035,0.040,9.829,-0.029,-0.020,-0.104,101329.4,,,,,,,,0
5.500,SYNTHETIC,0.043,0.018,9.809,-0.067,0.001,-0.015,101324.2,,,,,,,,0
5.520,SYNTHETIC,0.004,-0.013,9.757,-0.006,-0.090,0.042,101324.3,,,,,,,,0
5.540,SYNTHETIC,-0.002,0.012,9.755,-0.016,0.115,-0.248,101321.4,,,,,,,,0
5.560,SYNTHETIC,0.023,-0.086,9.772,0.040,-0.005,0.125,101323.3,,,,,,,,0
5.580,SYNTHETIC,0.058,-0.055,9.755,0.039,-0.054,0.021,101326.2,,,,,,,,0
5.600,SYNTHETIC,-0.119,0.074,9.661,-0.007,-0.106,-0.184,101324.6,,,,,,,,0
5.620,SYNTHETIC,0.002,0.056,9.818,0.045,-0.027,0.133,101325.3,,,,,,,,0
5.640,SYNTHETIC,0.047,0.001,9.808,0.219,0.025,0.082,101325.5,,,,,,,,0
5.660,SYNTHETIC,-0.102,0.041,9.843,0.088,0.010,-0.039,101327.6,,,,,,,,0
5.680,SYNTHETIC,-0.078,0.067,9.784,0.070,-0.086,-0.101,101319.9,,,,,,,,0
5.700,SYNTHETIC,-0.007,-0.054,9.772,0.049,0.107,-0.134,101325.4,,,,,,,,0
5.720,SYNTHETIC,-0.040,0.028,9.760,0.078,-0.013,0.137,101322.9,,,,,,,,0
5.740,SYNTHETIC,-0.118,0.010,9.776,-0.146,0.082,0.165,101319.5,,,,,,,,0
5.760,SYNTHETIC,0.017,-0.059,9.883,-0.085,-0.024,-0.083,101322.8,,,,,,,,0
5.780,SYNTHETIC,-0.021,0.019,9.727,-0.070,0.042,-0.189,101330.0,,,,,,,,0
5.800,SYNTHETIC,-0.021,-0.042,9.803,0.052,0.013,0.066,101325.9,,,,,,,,0
5.820,SYNTHETIC,0.024,0.077,9.767,0.025,0.152,-0.166,101324.0,,,,,,,,0
5.840,SYNTHETIC,0.066,0.006,9.810,0.015,-0.106,-0.042,101325.2,,,,,,,,0
5.860,SYNTHETIC,-0.079,-0.105,9.760,0.128,0.058,-0.079,101324.0,,,,,,,,0
5.880,SYNTHETIC,-0.028,-0.033,9.844,0.051,0.186,-0.028,101322.9,,,,,,,,0
5.900,SYNTHETIC,-0.024,0.060,9.828,0.032,0.118,0.012,101329.0,,,,,,,,0
5.920,SYNTHETIC,0.024,0.007,9.707,0.133,0.162,-0.123,101323.0,,,,,,,,0
5.940,SYNTHETIC,-0.015,0.035,9.750,-0.130,-0.100,0.000,101324.3,,,,,,,,0
5.960,SYNTHETIC,0.095,0.043,9.743,-0.015,-0.052,-0.029,101326.1,,,,,,,,0
5.980,SYNTHETIC,-0.002,0.080,9.787,0.075,0.332,0.144,101324.4,,,,,,,,0
6.000,SYNTHETIC,0.021,-0.033,9.810,0.023,-0.040,0.075,101327.1,0.0000107,-0.0000138,3.5,3,9,23.56,4.095,0
6.020,SYNTHETIC,0.034,0.042,9.763,-0.061,0.166,-0.037,101328.2,,,,,,,,0
6.040,SYNTHETIC,-0.027,0.018,9.779,0.062,0.106,-0.021,101325.6,,,,,,,,0
6.060,SYNTHETIC,0.022,0.041,9.786,-0.168,0.058,0.324,101323.6,,,,,,,,0
6.080,SYNTHETIC,-0.021,0.025,9.798,0.049,0.241,-0.018,101322.8,,,,,,,,0
6.100,SYNTHETIC,-0.002,-0.007,9.862,-0.082,0.133,-0.097,101322.4,,,,,,,,0
6.120,SYNTHETIC,-0.125,0.016,9.852,0.034,-0.048,0.116,101322.3,,,,,,,,0
6.140,SYNTHETIC,-0.060,-0.082,9.817,0.019,-0.013,-0.020,101324.9,,,,,,,,0
6.160,SYNTHETIC,-0.025,0.003,9.918,0.097,0.190,-0.208,101321.3,,,,,,,,0
6.180,SYNTHETIC,-0.010,-0.028,9.811,-0.012,-0.169,0.194,101327.8,,,,,,,,0
6.200,SYNTHETIC,-0.063,-0.073,9.773,-0.018,0.066,-0.058,101326.0,,,,,,,,0
6.220,SYNTHETIC,0.022,0.017,9.865,-0.096,-0.055,0.116,101324.0,,,,,,,,0
6.240,SYNTHETIC,0.097,-0.011,9.830,0.067,-0.130,-0.119,101326.2,,,,,,,,0
6.260,SYNTHETIC,0.019,0.022,9.841,0.046,0.172,-0.123,101324.4,,,,,,,,0
6.280,SYNTHETIC,0.041,-0.036,9.812,0.070,-0.013,0.237,101323.0,,,,,,,,0
6.300,SYNTHETIC,-0.001,0.020,9.820,-0.041,-0.024,-0.108,101328.0,,,,,,,,0
6.320,SYNTHETIC,-0.024,-0.030,9.679,0.078,-0.008,-0.095,101326.6,,,,,,,,0
6.340,SYNTHETIC,-0.111,-0.081,9.839,-0.052,0.117,-0.036,101325.0,,,,,,,,0
6.360,SYNTHETIC,0.042,-0.012,9.869,-0.026,-0.028,-0.050,101326.6,,,,,,,,0
6.380,SYNTHETIC,-0.062,0.080,9.762,-0.096,0.018,0.066,101325.4,,,,,,,,0
6.400,SYNTHETIC,0.005,0.058,9.796,0.006,-0.082,-0.132,101327.4,,,,,,,,0
6.420,SYNTHETIC,0.038,0.019,9.844,0.037,-0.122,0.023,101326.1,,,,,,,,0
6.440,SYNTHETIC,0.005,-0.049,9.824,-0.114,-0.087,0.216,101328.8,,,,,,,,0
6.460,SYNTHETIC,0.048,0.082,9.876,0.104,-0.018,0.009,101327.5,,,,,,,,0
6.480,SYNTHETIC,0.006,0.053,9.814,-0.005,0.069,0.060,101321.7,,,,,,,,0
6.500,SYNTHETIC,0.003,-0.058,9.796,0.129,0.053,0.222,101326.1,,,,,,,,0
6.520,SYNTHETIC,-0.004,-0.004,9.756,-0.074,-0.011,-0.074,101323.7,,,,,,,,0
6.540,SYNTHETIC,0.013,0.082,9.789,0.112,0.070,0.115,101325.9,,,,,,,,0
6.560,SYNTHETIC,0.017,-0.060,9.836,-0.135,0.032,-0.030,101326.8,,,,,,,,0
6.580,SYNTHETIC,-0.058,-0.076,9.781,-0.008,-0.155,0.096,101324.0,,,,,,,,0
6.600,SYNTHETIC,-0.040,-0.029,9.702,0.013,-0.108,0.015,101324.5,,,,,,,,0
6.620,SYNTHETIC,-0.029,-0.019,9.816,0.048,0.118,-0.048,101325.9,,,,,,,,0
6.640,SYNTHETIC,-0.036,0.039,9.849,0.123,-0.151,0.057,101325.2,,,,,,,,0
6.660,SYNTHETIC,-0.048,0.025,9.870,-0.071,-0.081,0.013,101326.2,,,,,,,,0
6.680,SYNTHETIC,0.019,-0.015,9.913,0.159,0.030,0.042,101328.3,,,,,,,,0
6.700,SYNTHETIC,-0.014,-0.009,9.838,0.028,-0.185,0.048,101322.8,,,,,,,,0
6.720,SYNTHETIC,0.049,-0.052,9.784,-0.127,0.079,-0.084,101325.8,,,,,,,,0
6.740,SYNTHETIC,-0.177,-0.038,9.861,0.072,0.030,0.024,101328.1,,,,,,,,0
6.760,SYNTHETIC,0.065,0.027,9.950,0.006,-0.014,-0.019,101323.4,,,,,,,,0
6.780,SYNTHETIC,0.017,-0.092,9.797,0.034,-0.046,-0.130,101328.7,,,,,,,,0
6.800,SYNTHETIC,-0.014,-0.062,9.833,0.030,0.108,-0.137,101324.5,,,,,,,,0
6.820,SYNTHETIC,-0.043,-0.105,9.885,-0.018,0.042,-0.016,101323.8,,,,,,,,0
6.840,SYNTHETIC,-0.001,-0.085,9.805,-0.024,0.032,0.102,101324.6,,,,,,,,0
6.860,SYNTHETIC,0.085,0.025,9.751,0.030,-0.007,0.051,101324.4,,,,,,,,0
6.880,SYNTHETIC,0.023,-0.040,9.848,0.108,-0.105,0.030,101325.2,,,,,,,,0
6.900,SYNTHETIC,0.007,-0.068,9.810,0.016,-0.130,0.096,101325.4,,,,,,,,0
6.920,SYNTHETIC,0.020,-0.023,9.842,0.001,-0.013,0.075,101326.9,,,,,,,,0
6.940,SYNTHETIC,-0.009,0.084,9.772,-0.050,-0.063,0.075,101328.4,,,,,,,,0
6.960,SYNTHETIC,-0.001,0.033,9.783,0.037,0.042,-0.078,101321.3,,,,,,,,0
6.980,SYNTHETIC,-0.128,0.020,9.812,-0.184,0.004,0.097,101324.8,,,,,,,,0
7.000,SYNTHETIC,-0.011,0.008,9.792,0.088,-0.098,-0.029,101323.9,0.0000104,-0.0000049,0.6,3,9,23.48,4.094,0
7.020,SYNTHETIC,0.093,0.011,9.854,0.096,-0.052,-0.019,101323.9,,,,,,,,0
7.040,SYNTHETIC,-0.044,-0.047,9.782,0.127,0.004,-0.167,101322.4,,,,,,,,0
7.060,SYNTHETIC,-0.092,-0.035,9.775,0.143,-0.119,-0.121,101323.7,,,,,,,,0
7.080,SYNTHETIC,0.003,-0.049,9.819,-0.076,0.029,-0.052,101325.9,,,,,,,,0
7.100,SYNTHETIC,0.034,-0.020,9.817,0.023,0.111,0.040,101323.8,,,,,,,,0
7.120,SYNTHETIC,0.038,-0.023,9.850,-0.195,-0.016,0.015,101320.4,,,,,,,,0
7.140,SYNTHETIC,0.035,0.020,9.713,-0.094,-0.216,0.107,101325.3,,,,,,,,0
7.160,SYNTHETIC,0.024,-0.059,9.845,0.129,0.049,-0.028,101329.3,,,,,,,,0
7.180,SYNTHETIC,0.113,-0.004,9.836,0.000,-0.042,-0.020,101325.8,,,,,,,,0
7.200,SYNTHETIC,-0.041,-0.029,9.834,0.058,0.042,-0.100,101324.0,,,,,,,,0
7.220,SYNTHETIC,-0.031,0.005,9.799,0.054,0.109,0.017,101329.9,,,,,,,,0
7.240,SYNTHETIC,0.020,0.067,9.802,-0.011,-0.009,0.124,101326.4,,,,,,,,0
7.260,SYNTHETIC,-0.041,-0.136,9.730,-0.041,0.096,-0.245,101324.9,,,,,,,,0
7.280,SYNTHETIC,0.065,-0.011,9.788,0.057,0.144,0.105,101321.5,,,,,,,,0
7.300,SYNTHETIC,-0.058,0.020,9.833,0.072,-0.073,-0.066,101330.1,,,,,,,,0
7.320,SYNTHETIC,0.039,-0.036,9.783,0.179,-0.024,-0.044,101327.1,,,,,,,,0
7.340,SYNTHETIC,0.001,0.002,9.895,-0.116,-0.167,-0.041,101326.7,,,,,,,,0
7.360,SYNTHETIC,-0.041,0.020,9.718,0.174,-0.228,-0.129,101322.0,,,,,,,,0
7.380,SYNTHETIC,0.053,-0.033,9.873,-0.078,-0.056,0.008,101327.4,,,,,,,,0
7.400,SYNTHETIC,0.102,-0.037,9.887,-0.002,-0.088,-0.111,101327.7,,,,,,,,0
7.420,SYNTHETIC,-0.057,-0.091,9.830,-0.012,0.075,-0.121,101324.3,,,,,,,,0
7.440,SYNTHETIC,-0.102,-0.032,9.737,-0.057,0.062,0.053,101325.2,,,,,,,,0
7.460,SYNTHETIC,-0.047,0.037,9.765,-0.006,0.066,-0.022,101326.8,,,,,,,,0
7.480,SYNTHETIC,0.003,0.024,9.835,-0.054,0.101,-0.081,101319.7,,,,,,,,0
7.500,SYNTHETIC,0.067,-0.003,9.872,0.009,-0.050,-0.014,101326.3,,,,,,,,0
7.520,SYNTHETIC,0.025,0.127,9.722,-0.155,0.016,0.079,101323.8,,,,,,,,0
7.540,SYNTHETIC,0.013,-0.021,9.891,0.018,-0.023,0.017,101321.7,,,,,,,,0
7.560,SYNTHETIC,0.023,-0.012,9.768,-0.007,0.155,0.124,101325.4,,,,,,,,0
7.580,SYNTHETIC,0.012,-0.040,9.827,0.127,0.061,0.071,101322.6,,,,,,,,0
7.600,SYNTHETIC,0.023,0.032,9.787,-0.036,0.148,-0.169,101322.8,,,,,,,,0
7.620,SYNTHETIC,-0.071,-0.017,9.790,0.020,0.102,-0.124,101329.6,,,,,,,,0
7.640,SYNTHETIC,0.011,-0.113,9.817,0.012,-0.075,0.188,101322.7,,,,,,,,0
7.660,SYNTHETIC,-0.033,-0.007,9.836,-0.029,-0.025,-0.045,101324.9,,,,,,,,0
7.680,SYNTHETIC,0.070,0.110,9.788,0.001,0.023,-0.038,101324.4,,,,,,,,0
7.700,SYNTHETIC,-0.040,-0.018,9.829,0.028,-0.060,0.102,101323.6,,,,,,,,0
7.720,SYNTHETIC,0.061,0.039,9.779,-0.273,0.124,0.141,101329.1,,,,,,,,0
7.740,SYNTHETIC,0.025,-0.035,9.772,-0.145,0.004,0.005,101324.5,,,,,,,,0
7.760,SYNTHETIC,-0.015,-0.038,9.729,0.058,0.037,-0.059,101325.9,,,,,,,,0
7.780,SYNTHETIC,0.027,-0.007,9.836,-0.074,-0.129,-0.009,101328.3,,,,,,,,0
7.800,SYNTHETIC,-0.031,-0.036,9.784,0.147,-0.034,-0.054,101329.6,,,,,,,,0
7.820,SYNTHETIC,0.021,-0.012,9.736,0.190,-0.034,0.032,101323.1,,,,,,,,0
7.840,SYNTHETIC,-0.002,-0.003,9.841,0.020,-0.104,-0.022,101324.1,,,,,,,,0
7.860,SYNTHETIC,-0.006,0.053,9.777,-0.013,-0.005,-0.001,101330.2,,,,,,,,0
7.880,SYNTHETIC,0.034,-0.033,9.804,-0.001,-0.040,-0.074,101327.9,,,,,,,,0
7.900,SYNTHETIC,-0.037,-0.048,9.812,-0.051,-0.074,0.040,101321.8,,,,,,,,0
7.920,SYNTHETIC,0.059,-0.005,9.885,-0.047,-0.052,0.074,101322.9,,,,,,,,0
7.940,SYNTHETIC,-0.088,-0.037,9.894,0.149,0.005,0.099,101323.7,,,,,,,,0
7.960,SYNTHETIC,0.047,0.025,9.757,-0.207,0.140,0.018,101326.8,,,,,,,,0
7.980,SYNTHETIC,0.006,-0.058,9.831,0.013,-0.099,0.024,101323.2,,,,,,,,0
8.000,SYNTHETIC,-0.060,-0.016,9.807,0.131,0.010,0.061,101327.8,-0.0000039,0.0000191,-1.7,3,9,23.49,4.092,0
8.020,SYNTHETIC,-0.046,-0.028,9.827,-0.213,-0.014,0.096,101322.0,,,,,,,,0
8.040,SYNTHETIC,-0.040,-0.012,9.727,0.224,-0.090,0.059,101317.4,,,,,,,,0
8.060,SYNTHETIC,0.006,0.008,9.832,0.149,0.084,-0.100,101327.3,,,,,,,,0
8.080,SYNTHETIC,0.007,-0.047,9.846,0.144,0.019,0.052,101325.6,,,,,,,,0
8.100,SYNTHETIC,0.001,0.024,9.845,-0.067,-0.196,-0.047,101326.7,,,,,,,,0
8.120,SYNTHETIC,0.081,-0.012,9.774,0.110,-0.012,0.239,101321.9,,,,,,,,0
8.140,SYNTHETIC,0.033,0.031,9.814,0.113,-0.046,0.015,101326.3,,,,,,,,0
8.160,SYNTHETIC,-0.001,-0.143,9.863,-0.173,0.034,0.082,101328.4,,,,,,,,0
8.180,SYNTHETIC,0.016,-0.032,9.779,0.041,-0.002,0.073,101327.3,,,,,,,,0
8.200,SYNTHETIC,0.058,-0.003,9.831,-0.125,-0.145,-0.083,101327.1,,,,,,,,0
8.220,SYNTHETIC,-0.022,0.107,9.764,-0.002,0.068,-0.091,101324.6,,,,,,,,0
8.240,SYNTHETIC,0.009,-0.003,9.844,-0.166,-0.171,-0.011,101325.5,,,,,,,,0
8.260,SYNTHETIC,0.014,-0.041,9.662,0.022,0.006,0.030,101324.6,,,,,,,,0
8.280,SYNTHETIC,0.008,-0.004,9.800,0.093,-0.213,0.091,101322.3,,,,,,,,0
8.300,SYNTHETIC,-0.135,0.032,9.847,0.022,-0.039,-0.025,101323.3,,,,,,,,0
8.320,SYNTHETIC,0.073,0.007,9.856,-0.044,0.060,-0.051,101326.1,,,,,,,,0
8.340,SYNTHETIC,-0.097,0.025,9.936,0.081,0.137,-0.065,101325.2,,,,,,,,0
8.360,SYNTHETIC,0.098,-0.039,9.767,0.069,-0.020,-0.064,101316.8,,,,,,,,0
8.380,SYNTHETIC,-0.003,0.030,9.876,-0.076,-0.040,-0.132,101323.6,,,,,,,,0
8.400,SYNTHETIC,-0.093,-0.014,9.818,-0.042,0.023,0.006,101323.5,,,,,,,,0
8.420,SYNTHETIC,0.054,-0.007,9.838,0.117,-0.065,-0.007,101323.5,,,,,,,,0
8.440,SYNTHETIC,-0.015,-0.030,9.853,0.183,0.073,0.011,101318.3,,,,,,,,0
8.460,SYNTHETIC,0.004,0.054,9.828,0.098,-0.117,0.117,101322.0,,,,,,,,0
8.480,SYNTHETIC,-0.081,-0.016,9.853,-0.012,0.184,0.087,101324.6,,,,,,,,0
8.500,SYNTHETIC,0.041,0.019,9.821,0.065,0.090,0.094,101321.8,,,,,,,,0
8.520,SYNTHETIC,-0.065,0.007,9.767,0.035,0.231,0.246,101318.9,,,,,,,,0
8.540,SYNTHETIC,0.023,-0.062,9.783,-0.049,-0.029,-0.017,101319.8,,,,,,,,0
8.560,SYNTHETIC,-0.068,-0.098,9.898,0.023,0.264,0.027,101321.1,,,,,,,,0
8.580,SYNTHETIC,-0.020,0.005,9.812,0.189,0.078,0.111,101324.5,,,,,,,,0
8.600,SYNTHETIC,0.012,-0.057,9.891,0.174,-0.095,-0.162,101324.2,,,,,,,,0
8.620,SYNTHETIC,-0.042,0.000,9.795,-0.098,0.110,0.053,101327.0,,,,,,,,0
8.640,SYNTHETIC,-0.097,0.016,9.800,-0.101,0.002,0.037,101328.9,,,,,,,,0
8.660,SYNTHETIC,-0.016,-0.041,9.834,0.134,-0.044,-0.165,101328.6,,,,,,,,0
8.680,SYNTHETIC,0.010,-0.001,9.841,0.031,0.095,-0.050,101324.7,,,,,,,,0
8.700,SYNTHETIC,0.095,-0.027,9.794,-0.110,-0.280,0.024,101322.8,,,,,,,,0
8.720,SYNTHETIC,0.022,-0.024,9.797,0.106,0.130,-0.013,101321.1,,,,,,,,0
8.740,SYNTHETIC,0.038,-0.001,9.836,0.287,0.025,-0.039,101322.6,,,,,,,,0
8.760,SYNTHETIC,0.008,0.074,9.823,-0.064,-0.229,-0.101,101324.8,,,,,,,,0
8.780,SYNTHETIC,0.034,0.045,9.853,0.028,0.147,-0.121,101322.9,,,,,,,,0
8.800,SYNTHETIC,0.013,0.079,9.758,0.008,-0.017,-0.006,101320.6,,,,,,,,0
8.820,SYNTHETIC,0.057,-0.064,9.848,-0.219,-0.087,0.056,101326.2,,,,,,,,0
8.840,SYNTHETIC,-0.026,0.002,9.891,0.020,0.036,-0.024,101328.3,,,,,,,,0
8.860,SYNTHETIC,-0.008,0.005,9.745,0.034,-0.039,0.037,101327.2,,,,,,,,0
8.880,SYNTHETIC,-0.155,-0.030,9.793,0.161,-0.116,-0.165,101325.0,,,,,,,,0
8.900,SYNTHETIC,0.025,-0.071,9.829,-0.037,0.003,-0.065,101327.8,,,,,,,,0
8.920,SYNTHETIC,-0.025,-0.041,9.773,-0.111,-0.002,0.022,101322.8,,,,,,,,0
8.940,SYNTHETIC,0.012,0.016,9.779,0.195,0.041,-0.019,101323.5,,,,,,,,0
8.960,SYNTHETIC,0.015,0.056,9.793,-0.037,-0.099,0.063,101322.8,,,,,,,,0
8.980,SYNTHETIC,-0.062,-0.027,9.804,0.182,-0.070,-0.073,101328.7,,,,,,,,0
9.000,SYNTHETIC,-0.046,-0.042,9.788,-0.197,-0.021,-0.183,101323.0,-0.0000051,-0.0000062,-2.6,3,9,23.38,4.089,0
9.020,SYNTHETIC,-0.030,-0.053,9.777,0.090,0.078,0.068,101324.7,,,,,,,,0
9.040,SYNTHETIC,0.027,0.014,9.757,0.071,0.231,-0.205,101326.3,,,,,,,,0
9.060,SYNTHETIC,-0.033,-0.046,9.859,0.000,0.141,-0.038,101324.3,,,,,,,,0
9.080,SYNTHETIC,0.011,0.027,9.769,0.266,-0.010,0.095,101325.2,,,,,,,,0
9.100,SYNTHETIC,0.089,-0.015,9.731,-0.152,-0.162,-0.017,101322.1,,,,,,,,0
9.120,SYNTHETIC,-0.013,-0.014,9.789,0.056,-0.093,0.076,101322.3,,,,,,,,0
9.140,SYNTHETIC,-0.039,-0.045,9.824,0.114,0.064,-0.107,101324.2,,,,,,,,0
9.160,SYNTHETIC,-0.006,-0.027,9.752,-0.183,-0.161,-0.010,101322.7,,,,,,,,0
9.180,SYNTHETIC,0.024,0.046,9.872,-0.097,0.238,-0.047,101321.7,,,,,,,,0
9.200,SYNTHETIC,0.073,-0.021,9.717,-0.012,-0.300,0.126,101326.6,,,,,,,,0
9.220,SYNTHETIC,-0.019,-0.026,9.772,0.059,-0.119,0.022,101326.7,,,,,,,,0
9.240,SYNTHETIC,0.000,0.058,9.813,-0.159,-0.020,-0.023,101326.7,,,,,,,,0
9.260,SYNTHETIC,-0.004,-0.099,9.858,-0.058,0.024,0.174,101323.6,,,,,,,,0
9.280,SYNTHETIC,0.002,-0.004,9.746,0.078,0.182,-0.036,101324.9,,,,,,,,0
9.300,SYNTHETIC,-0.049,0.036,9.797,-0.104,0.056,0.000,101324.8,,,,,,,,0
9.320,SYNTHETIC,-0.020,-0.101,9.849,0.064,-0.180,0.065,101324.2,,,,,,,,0
9.340,SYNTHETIC,0.051,0.043,9.789,-0.013,0.053,-0.120,101324.7,,,,,,,,0
9.360,SYNTHETIC,0.043,0.023,9.769,0.062,0.042,0.041,101317.1,,,,,,,,0
9.380,SYNTHETIC,0.021,-0.057,9.802,0.024,-0.103,0.067,101322.5,,,,,,,,0
9.400,SYNTHETIC,0.023,-0.015,9.840,-0.036,0.251,0.154,101323.7,,,,,,,,0
9.420,SYNTHETIC,0.018,0.031,9.848,-0.192,-0.060,-0.028,101327.2,,,,,,,,0
9.440,SYNTHETIC,-0.101,-0.019,9.863,-0.101,0.021,-0.251,101321.7,,,,,,,,0
9.460,SYNTHETIC,0.055,0.040,9.820,-0.018,-0.031,0.083,101322.8,,,,,,,,0
9.480,SYNTHETIC,0.003,-0.070,9.854,0.230,0.069,-0.031,101322.6,,,,,,,,0
9.500,SYNTHETIC,-0.024,0.046,9.765,0.042,0.133,0.139,101323.2,,,,,,,,0
9.520,SYNTHETIC,-0.097,-0.005,9.834,0.083,-0.058,-0.049,101322.1,,,,,,,,0
9.540,SYNTHETIC,-0.055,0.014,9.830,-0.092,-0.014,0.088,101324.4,,,,,,,,0
9.560,SYNTHETIC,0.003,-0.041,9.852,0.150,0.097,-0.059,101325.7,,,,,,,,0
9.580,SYNTHETIC,0.092,0.039,9.768,-0.137,-0.036,-0.051,101327.0,,,,,,,,0
9.600,SYNTHETIC,0.010,-0.085,9.803,-0.283,-0.005,0.049,101318.2,,,,,,,,0
9.620,SYNTHETIC,-0.016,-0.037,9.862,0.031,0.126,0.030,101331.4,,,,,,,,0
9.640,SYNTHETIC,0.078,-0.024,9.712,0.137,-0.069,0.047,101328.3,,,,,,,,0
9.660,SYNTHETIC,0.063,0.028,9.728,-0.085,-0.085,-0.106,101333.5,,,,,,,,0
9.680,SYNTHETIC,0.028,0.000,9.746,0.135,-0.052,0.033,101322.9,,,,,,,,0
9.700,SYNTHETIC,-0.072,0.024,9.822,0.053,-0.056,-0.084,101328.1,,,,,,,,0
9.720,SYNTHETIC,-0.042,0.022,9.836,-0.010,0.133,0.086,101327.3,,,,,,,,0
9.740,SYNTHETIC,-0.027,0.010,9.868,-0.014,-0.021,-0.014,101325.1,,,,,,,,0
9.760,SYNTHETIC,-0.094,0.052,9.797,-0.060,0.110,0.063,101327.6,,,,,,,,0
9.780,SYNTHETIC,0.057,-0.024,9.790,0.000,0.107,-0.123,101324.4,,,,,,,,0
9.800,SYNTHETIC,0.093,-0.049,9.770,0.070,0.015,-0.028,101329.6,,,,,,,,0
9.820,SYNTHETIC,-0.041,-0.022,9.793,-0.014,-0.038,0.002,101321.1,,,,,,,,0
9.840,SYNTHETIC,-0.021,0.007,9.781,0.023,0.003,0.124,101328.6,,,,,,,,0
9.860,SYNTHETIC,-0.018,0.048,9.781,-0.052,-0.069,0.098,101326.1,,,,,,,,0
9.880,SYNTHETIC,0.001,-0.055,9.640,0.004,0.079,0.024,101328.0,,,,,,,,0
9.900,SYNTHETIC,0.050,-0.002,9.749,-0.200,0.176,0.018,101323.4,,,,,,,,0
9.920,SYNTHETIC,0.032,-0.028,9.766,0.048,0.002,-0.257,101324.2,,,,,,,,0
9.940,SYNTHETIC,0.011,0.012,9.795,-0.131,0.010,0.119,101326.3,,,,,,,,0
9.960,SYNTHETIC,0.020,0.012,9.761,-0.052,0.057,-0.017,101323.2,,,,,,,,0
9.980,SYNTHETIC,-0.063,0.062,9.819,0.025,0.034,-0.067,101322.4,,,,,,,,0
10.000,SYNTHETIC,0.038,-0.024,9.792,0.006,0.072,-0.063,101324.4,0.0000142,-0.0000213,1.7,3,9,23.30,4.087,0
