seq,timestamp,data_source,flight_state,imu_accel_x,imu_accel_y,imu_accel_z,gyro_x,gyro_y,gyro_z,barometric_pressure,altitude,vertical_velocity,temperature,latitude,longitude,gps_altitude,gps_fix,gps_satellites,battery_voltage,separation_detected,quality_flags,crc16
625,12.500000,SIMULATED,COAST,0.040,0.047,-3.563,-0.014,0.072,0.043,99646.9,140.65,65.48,,,,,,,,0,0,08DF
626,12.520000,SIMULATED,COAST,-0.027,0.014,-3.615,0.106,-0.092,0.010,99626.4,142.38,65.21,,,,,,,,0,0,011A
627,12.540000,SIMULATED,COAST,0.074,-0.043,-3.646,0.143,-0.102,-0.081,99609.6,143.80,64.94,,,,,,,,0,0,F55A
628,12.560000,SIMULATED,COAST,0.002,0.001,-3.524,-0.042,-0.032,-0.021,99592.5,145.25,64.68,,,,,,,,0,0,000E
629,12.580000,SIMULATED,COAST,0.034,-0.005,-3.503,-0.027,-0.166,-0.064,99580.7,146.24,64.42,,,,,,,,0,0,D9CE
630,12.600000,SIMULATED,COAST,0.057,0.030,-3.496,0.042,0.128,-0.163,99568.0,147.31,64.15,,,,,,,,0,0,DFE2
631,12.620000,SIMULATED,COAST,-0.016,-0.010,-3.395,-0.113,0.034,-0.019,99542.5,149.47,63.90,,,,,,,,0,0,D302
632,12.640000,SIMULATED,COAST,0.081,-0.037,-3.395,0.068,0.043,0.104,99535.8,150.03,63.63,,,,,,,,0,0,AB96
633,12.660000,SIMULATED,COAST,0.022,0.004,-3.313,0.105,0.014,-0.040,99524.7,150.97,63.36,,,,,,,,0,0,08D7
634,12.680000,SIMULATED,COAST,0.082,0.033,-3.435,-0.010,0.147,-0.131,99506.3,152.52,63.10,,,,,,,,0,0,AE33
635,12.700000,SIMULATED,COAST,-0.009,-0.019,-3.306,-0.036,-0.146,0.068,99485.9,154.24,62.84,,,,,,,,0,0,FB20
636,12.720000,SIMULATED,COAST,-0.008,-0.051,-3.232,0.105,-0.071,-0.069,99479.1,154.82,62.57,,,,,,,,0,0,5C9A
637,12.740000,SIMULATED,COAST,-0.053,-0.006,-3.293,0.160,-0.014,0.141,99461.3,156.32,62.31,,,,,,,,0,0,6F2B
638,12.760000,SIMULATED,COAST,0.036,-0.017,-3.210,0.028,0.082,-0.041,99445.8,157.64,62.05,,,,,,,,0,0,673F
639,12.780000,SIMULATED,COAST,0.099,0.003,-3.128,-0.158,-0.136,-0.064,99429.8,158.99,61.79,,,,,,,,0,0,D058
640,12.800000,SIMULATED,COAST,0.009,-0.040,-3.181,0.095,0.035,0.267,99416.6,160.10,61.54,,,,,,,,0,0,A5A6
641,12.820000,SIMULATED,COAST,-0.012,0.002,-3.189,-0.018,0.138,-0.092,99402.4,161.30,61.28,,,,,,,,0,0,2AF8
642,12.840000,SIMULATED,COAST,-0.001,-0.070,-3.148,-0.060,-0.022,0.024,99387.3,162.58,61.02,,,,,,,,0,0,033C
643,12.860000,SIMULATED,COAST,-0.089,-0.105,-3.125,-0.152,0.024,-0.065,99376.1,163.53,60.75,,,,,,,,0,0,1619
644,12.880000,SIMULATED,COAST,-0.005,-0.055,-3.036,0.114,0.005,-0.030,99360.6,164.83,60.49,,,,,,,,0,0,F50E
645,12.900000,SIMULATED,COAST,-0.002,0.032,-3.118,0.075,0.007,-0.159,99341.1,166.49,60.24,,,,,,,,0,0,2A3D
646,12.920000,SIMULATED,COAST,0.094,0.032,-3.035,-0.074,-0.038,0.185,99326.9,167.68,59.99,,,,,,,,0,0,1470
647,12.940000,SIMULATED,COAST,0.034,-0.018,-3.021,-0.075,0.091,-0.043,99314.1,168.77,59.74,,,,,,,,0,0,FC56
648,12.960000,SIMULATED,COAST,-0.044,0.004,-2.930,0.160,-0.069,-0.033,99303.3,169.68,59.49,,,,,,,,0,0,0563
649,12.980000,SIMULATED,COAST,0.077,-0.023,-3.036,-0.017,0.164,-0.144,99292.2,170.62,59.22,,,,,,,,0,0,EEC3
650,13.000000,SIMULATED,COAST,-0.056,-0.100,-2.913,0.111,-0.024,-0.090,99273.6,172.20,58.97,23.16,0.0000421,0.0000621,175.4,3,9,4.093,0,0,DA37
651,13.020000,SIMULATED,COAST,-0.092,0.042,-2.888,-0.038,0.001,-0.210,99253.8,173.87,58.73,,,,,,,,0,0,23F8
652,13.040000,SIMULATED,COAST,0.012,-0.052,-2.836,0.046,-0.156,-0.095,99245.7,174.56,58.48,,,,,,,,0,0,7283
653,13.060000,SIMULATED,COAST,-0.061,0.063,-2.779,0.017,-0.186,-0.029,99230.8,175.82,58.22,,,,,,,,0,0,0AFE
654,13.080000,SIMULATED,COAST,-0.037,-0.028,-2.750,0.146,-0.052,-0.116,99221.2,176.63,57.97,,,,,,,,0,0,B84C
655,13.100000,SIMULATED,COAST,0.031,-0.011,-2.846,0.043,-0.059,0.004,99202.1,178.25,57.72,,,,,,,,0,0,5DB5
656,13.120000,SIMULATED,COAST,0.014,-0.027,-2.798,0.126,0.034,0.011,99194.7,178.88,57.47,,,,,,,,0,0,6BEC
657,13.140000,SIMULATED,COAST,0.043,-0.025,-2.716,0.098,-0.013,0.116,99178.8,180.22,57.21,,,,,,,,0,0,3E25
658,13.160000,SIMULATED,COAST,-0.085,-0.048,-2.799,0.094,-0.088,0.112,99166.2,181.29,56.96,,,,,,,,0,0,0EAE
659,13.180000,SIMULATED,COAST,-0.128,0.013,-2.647,-0.328,-0.001,-0.034,99145.9,183.01,56.72,,,,,,,,0,0,8B5B
660,13.200000,SIMULATED,COAST,-0.090,0.024,-2.610,0.111,-0.095,0.040,99134.7,183.96,56.48,,,,,,,,0,0,0F89
661,13.220000,SIMULATED,COAST,0.051,0.001,-2.628,-0.147,0.019,-0.146,99117.5,185.42,56.24,,,,,,,,0,0,4DF5
662,13.240000,SIMULATED,COAST,-0.006,0.078,-2.601,-0.066,0.008,-0.096,99105.6,186.42,56.00,,,,,,,,0,0,1938
663,13.260000,SIMULATED,COAST,0.048,-0.034,-2.586,0.138,-0.174,0.082,99090.6,187.70,55.77,,,,,,,,0,0,E6E9
664,13.280000,SIMULATED,COAST,-0.085,0.002,-2.616,-0.101,-0.115,-0.111,99078.0,188.77,55.53,,,,,,,,0,0,3401
665,13.300000,SIMULATED,COAST,-0.031,0.008,-2.524,-0.115,0.076,0.072,99066.4,189.75,55.29,,,,,,,,0,0,E5FD
666,13.320000,SIMULATED,COAST,0.067,0.007,-2.514,-0.087,-0.038,-0.175,99058.2,190.44,55.04,,,,,,,,0,0,18A3
667,13.340000,SIMULATED,COAST,-0.035,0.010,-2.544,0.075,0.042,-0.189,99042.0,191.82,54.80,,,,,,,,0,0,7626
668,13.360000,SIMULATED,COAST,-0.041,0.000,-2.401,-0.021,-0.087,0.112,99034.5,192.45,54.55,,,,,,,,0,0,BEFD
669,13.380000,SIMULATED,COAST,-0.018,0.024,-2.496,-0.007,-0.027,-0.019,99017.4,193.90,54.31,,,,,,,,0,0,F216
670,13.400000,SIMULATED,COAST,0.045,-0.064,-2.457,-0.225,0.023,0.135,99008.8,194.63,54.06,,,,,,,,0,0,EA4D
671,13.420000,SIMULATED,COAST,-0.008,0.015,-2.330,0.052,-0.111,-0.045,98991.0,196.14,53.82,,,,,,,,0,0,482E
672,13.440000,SIMULATED,COAST,-0.037,0.053,-2.419,0.052,0.002,0.125,98980.8,197.00,53.58,,,,,,,,0,0,21E5
673,13.460000,SIMULATED,COAST,0.076,0.046,-2.312,-0.192,-0.099,0.107,98966.9,198.18,53.34,,,,,,,,0,0,19C2
674,13.480000,SIMULATED,COAST,-0.063,0.023,-2.331,0.117,-0.042,-0.005,98953.5,199.33,53.10,,,,,,,,0,0,4F61
675,13.500000,SIMULATED,COAST,-0.088,-0.007,-2.248,-0.098,-0.136,0.114,98948.2,199.77,52.85,,,,,,,,0,0,6A94
676,13.520000,SIMULATED,COAST,0.015,-0.026,-2.229,-0.052,0.006,0.038,98931.4,201.20,52.61,,,,,,,,0,0,D8E2
677,13.540000,SIMULATED,COAST,0.066,-0.024,-2.289,0.035,-0.217,-0.201,98915.4,202.56,52.37,,,,,,,,0,0,CF8C
678,13.560000,SIMULATED,COAST,-0.039,-0.009,-2.158,-0.073,0.105,0.121,98905.3,203.41,52.13,,,,,,,,0,0,877C
679,13.580000,SIMULATED,COAST,0.013,0.022,-2.331,0.026,0.054,-0.186,98887.6,204.92,51.90,,,,,,,,0,0,2CCD
680,13.600000,SIMULATED,COAST,-0.018,0.086,-2.178,0.056,-0.069,-0.094,98883.9,205.23,51.66,,,,,,,,0,0,B037
681,13.620000,SIMULATED,COAST,0.025,0.007,-2.228,-0.051,-0.087,0.029,98868.2,206.56,51.42,,,,,,,,0,0,3C66
682,13.640000,SIMULATED,COAST,-0.051,-0.043,-2.098,-0.027,0.155,-0.083,98862.7,207.03,51.17,,,,,,,,0,0,EAFF
683,13.660000,SIMULATED,COAST,-0.100,-0.006,-2.179,0.005,0.081,0.000,98844.3,208.60,50.93,,,,,,,,0,0,1F79
684,13.680000,SIMULATED,COAST,0.005,-0.028,-2.135,-0.097,0.016,-0.050,98836.7,209.24,50.69,,,,,,,,0,0,401F
685,13.700000,SIMULATED,COAST,-0.020,-0.075,-2.077,-0.004,-0.087,-0.060,98817.9,210.83,50.46,,,,,,,,0,0,F7A6
686,13.720000,SIMULATED,COAST,0.022,0.058,-2.091,-0.037,-0.042,0.034,98809.9,211.51,50.22,,,,,,,,0,0,3B6F
687,13.740000,SIMULATED,COAST,0.002,-0.029,-2.103,-0.041,-0.147,-0.083,98794.4,212.83,49.99,,,,,,,,0,0,AAE2
688,13.760000,SIMULATED,COAST,-0.022,-0.085,-2.037,0.066,-0.271,-0.158,98783.7,213.75,49.76,,,,,,,,0,0,01F6
689,13.780000,SIMULATED,COAST,0.066,0.018,-2.007,-0.002,-0.068,-0.046,98773.7,214.59,49.52,,,,,,,,0,0,DCEC
690,13.800000,SIMULATED,COAST,0.100,-0.050,-2.094,-0.003,-0.010,-0.079,98759.9,215.77,49.29,,,,,,,,0,0,0086
691,13.820000,SIMULATED,COAST,-0.039,-0.018,-1.979,0.262,0.096,-0.107,98747.6,216.81,49.06,,,,,,,,0,0,CE39
692,13.840000,SIMULATED,COAST,-0.020,0.016,-1.942,-0.196,0.111,-0.148,98740.4,217.43,48.82,,,,,,,,0,0,9A71
693,13.860000,SIMULATED,COAST,0.095,0.040,-1.896,0.043,0.066,0.099,98728.1,218.46,48.59,,,,,,,,0,0,352F
694,13.880000,SIMULATED,COAST,0.050,-0.042,-2.013,0.158,0.028,0.166,98716.1,219.49,48.35,,,,,,,,0,0,5A05
695,13.900000,SIMULATED,COAST,0.009,-0.070,-1.794,-0.024,-0.011,-0.167,98705.2,220.42,48.12,,,,,,,,0,0,BE71
696,13.920000,SIMULATED,COAST,-0.119,-0.030,-1.928,-0.080,0.078,0.026,98691.2,221.60,47.89,,,,,,,,0,0,16EA
697,13.940000,SIMULATED,COAST,-0.003,0.025,-1.860,0.131,0.057,0.055,98677.9,222.74,47.67,,,,,,,,0,0,869D
698,13.960000,SIMULATED,COAST,0.016,-0.037,-1.779,0.053,0.140,0.010,98671.3,223.30,47.43,,,,,,,,0,0,516E
699,13.980000,SIMULATED,COAST,-0.042,-0.037,-1.850,0.055,-0.184,0.067,98657.1,224.51,47.20,,,,,,,,0,0,DC66
700,14.000000,SIMULATED,COAST,0.035,-0.003,-1.837,0.044,-0.060,-0.175,98646.7,225.39,46.98,22.97,0.0000278,0.0000744,225.1,3,9,4.090,0,0,81E1
701,14.020000,SIMULATED,COAST,0.021,-0.020,-1.763,-0.144,0.096,-0.132,98641.4,225.84,46.74,,,,,,,,0,0,E34C
702,14.040000,SIMULATED,COAST,0.067,-0.018,-1.780,0.037,0.034,-0.186,98628.3,226.95,46.50,,,,,,,,0,0,8C17
703,14.060000,SIMULATED,COAST,0.025,0.018,-1.725,-0.037,0.008,-0.005,98615.8,228.02,46.27,,,,,,,,0,0,B86E
704,14.080000,SIMULATED,COAST,0.027,-0.043,-1.724,-0.035,0.031,-0.032,98603.7,229.05,46.05,,,,,,,,0,0,1E5E
705,14.100000,SIMULATED,COAST,-0.011,0.001,-1.697,0.074,0.102,-0.046,98594.9,229.80,45.81,,,,,,,,0,0,9687
706,14.120000,SIMULATED,COAST,-0.049,0.079,-1.646,0.067,0.082,-0.146,98581.2,230.97,45.59,,,,,,,,0,0,B9F5
707,14.140000,SIMULATED,COAST,-0.018,0.021,-1.673,-0.132,-0.019,-0.052,98575.8,231.42,45.35,,,,,,,,0,0,16DA
708,14.160000,SIMULATED,COAST,0.027,-0.090,-1.676,0.021,0.061,-0.076,98562.6,232.55,45.12,,,,,,,,0,0,9220
709,14.180000,SIMULATED,COAST,0.060,-0.059,-1.687,0.020,0.018,0.071,98553.0,233.36,44.89,,,,,,,,0,0,A5B8
710,14.200000,SIMULATED,COAST,-0.008,-0.007,-1.648,0.145,-0.070,0.004,98545.8,233.98,44.65,,,,,,,,0,0,89E2
711,14.220000,SIMULATED,COAST,-0.119,-0.029,-1.558,0.042,-0.209,0.026,98532.3,235.13,44.42,,,,,,,,0,0,259E
712,14.240000,SIMULATED,COAST,0.082,-0.018,-1.697,0.040,-0.032,-0.004,98515.1,236.59,44.20,,,,,,,,0,0,7927
713,14.260000,SIMULATED,COAST,-0.006,0.019,-1.710,0.108,-0.051,0.053,98504.8,237.46,43.99,,,,,,,,0,0,B559
714,14.280000,SIMULATED,COAST,-0.001,0.044,-1.569,-0.039,-0.035,-0.119,98499.2,237.94,43.76,,,,,,,,0,0,B0C9
715,14.300000,SIMULATED,COAST,-0.028,-0.024,-1.517,-0.023,0.158,-0.167,98488.5,238.85,43.53,,,,,,,,0,0,5E57
716,14.320000,SIMULATED,COAST,-0.027,-0.020,-1.542,-0.160,0.010,-0.040,98476.0,239.92,43.31,,,,,,,,0,0,7F00
717,14.340000,SIMULATED,COAST,-0.001,-0.027,-1.516,0.023,-0.104,0.060,98471.1,240.34,43.08,,,,,,,,0,0,F1B3
718,14.360000,SIMULATED,COAST,-0.048,-0.011,-1.529,-0.027,0.023,-0.121,98455.6,241.66,42.86,,,,,,,,0,0,66F4
719,14.380000,SIMULATED,COAST,0.025,0.042,-1.550,-0.046,-0.078,0.020,98451.9,241.98,42.63,,,,,,,,0,0,A8A8
720,14.400000,SIMULATED,COAST,-0.019,0.097,-1.448,-0.066,0.065,0.049,98432.5,243.63,42.41,,,,,,,,0,0,126B
721,14.420000,SIMULATED,COAST,-0.053,0.137,-1.526,-0.128,0.114,0.196,98431.1,243.75,42.18,,,,,,,,0,0,807E
722,14.440000,SIMULATED,COAST,0.020,-0.071,-1.491,-0.018,0.049,-0.072,98422.8,244.45,41.95,,,,,,,,0,0,D701
723,14.460000,SIMULATED,COAST,-0.047,-0.045,-1.404,0.038,-0.071,0.114,98410.3,245.52,41.72,,,,,,,,0,0,92AF
724,14.480000,SIMULATED,COAST,-0.087,0.027,-1.490,-0.184,0.109,-0.113,98404.1,246.05,41.49,,,,,,,,0,0,8CEF
725,14.500000,SIMULATED,COAST,-0.037,-0.044,-1.497,-0.032,0.145,-0.150,98386.4,247.56,41.27,,,,,,,,0,0,9D75
726,14.520000,SIMULATED,COAST,-0.069,0.090,-1.380,0.215,0.107,0.049,98381.8,247.95,41.04,,,,,,,,0,0,C31E
727,14.540000,SIMULATED,COAST,0.043,-0.003,-1.437,-0.169,0.001,0.067,98369.5,249.00,40.82,,,,,,,,0,0,07F0
728,14.560000,SIMULATED,COAST,-0.008,-0.032,-1.375,0.167,0.079,-0.098,98360.0,249.80,40.60,,,,,,,,0,0,2DEB
729,14.580000,SIMULATED,COAST,-0.041,-0.004,-1.337,-0.085,-0.210,-0.016,98348.8,250.76,40.38,,,,,,,,0,0,E076
730,14.600000,SIMULATED,COAST,0.064,0.076,-1.424,0.050,0.063,-0.024,98345.3,251.06,40.15,,,,,,,,0,0,CE88
731,14.620000,SIMULATED,COAST,-0.049,-0.065,-1.257,0.049,-0.181,-0.028,98335.1,251.93,39.92,,,,,,,,0,0,F73D
732,14.640000,SIMULATED,COAST,0.016,0.058,-1.331,0.138,-0.003,0.074,98322.3,253.02,39.70,,,,,,,,0,0,6F3D
733,14.660000,SIMULATED,COAST,-0.038,-0.063,-1.340,-0.034,-0.146,-0.061,98312.7,253.84,39.48,,,,,,,,0,0,9DFF
734,14.680000,SIMULATED,COAST,-0.006,-0.016,-1.361,0.119,-0.163,0.066,98305.5,254.46,39.26,,,,,,,,0,0,27C5
735,14.700000,SIMULATED,COAST,-0.021,0.030,-1.262,0.004,0.094,0.125,98296.7,255.20,39.03,,,,,,,,0,0,67F4
736,14.720000,SIMULATED,COAST,0.041,-0.022,-1.324,-0.074,0.093,-0.091,98283.7,256.32,38.82,,,,,,,,0,0,C4DA
737,14.740000,SIMULATED,COAST,-0.014,0.000,-1.227,0.106,-0.080,0.107,98276.2,256.96,38.60,,,,,,,,0,0,FCB2
738,14.760000,SIMULATED,COAST,0.029,0.002,-1.251,-0.125,0.196,-0.160,98269.2,257.55,38.38,,,,,,,,0,0,BB89
739,14.780000,SIMULATED,COAST,0.033,0.001,-1.261,0.106,0.055,0.030,98265.0,257.91,38.14,,,,,,,,0,0,5617
740,14.800000,SIMULATED,COAST,-0.010,-0.030,-1.276,-0.076,-0.006,-0.131,98249.2,259.26,37.93,,,,,,,,0,0,EF72
741,14.820000,SIMULATED,COAST,-0.060,0.046,-1.238,-0.052,-0.095,-0.071,98240.3,260.02,37.71,,,,,,,,0,0,0D86
742,14.840000,SIMULATED,COAST,0.071,-0.019,-1.186,0.042,-0.030,0.047,98237.8,260.23,37.48,,,,,,,,0,0,C35A
743,14.860000,SIMULATED,COAST,-0.023,-0.065,-1.225,-0.143,-0.084,-0.150,98226.5,261.20,37.25,,,,,,,,0,0,F7DA
744,14.880000,SIMULATED,COAST,0.112,-0.022,-1.195,-0.026,-0.110,0.028,98213.2,262.33,37.04,,,,,,,,0,0,12C4
745,14.900000,SIMULATED,COAST,-0.065,-0.083,-1.149,-0.016,-0.079,0.130,98207.7,262.80,36.82,,,,,,,,0,0,3D80
746,14.920000,SIMULATED,COAST,-0.037,-0.060,-1.177,-0.174,0.089,0.074,98199.7,263.49,36.60,,,,,,,,0,0,CE18
747,14.940000,SIMULATED,COAST,-0.089,-0.017,-1.040,0.006,-0.099,0.061,98191.5,264.18,36.37,,,,,,,,0,0,FD54
748,14.960000,SIMULATED,COAST,0.023,-0.015,-1.115,-0.030,-0.099,-0.002,98174.7,265.62,36.17,,,,,,,,0,0,AC82
749,14.980000,SIMULATED,COAST,-0.054,-0.064,-1.143,0.007,0.150,0.088,98171.9,265.86,35.95,,,,,,,,0,0,F454
750,15.000000,SIMULATED,COAST,0.001,0.022,-1.082,0.005,-0.024,0.074,98165.0,266.45,35.73,22.92,0.0000448,0.0000877,263.3,3,9,4.094,0,0,90A4
751,15.020000,SIMULATED,COAST,-0.036,-0.060,-1.105,0.230,0.081,0.161,98158.7,266.99,35.51,,,,,,,,0,0,CFCB
752,15.040000,SIMULATED,COAST,-0.028,-0.042,-1.040,-0.011,0.084,-0.096,98141.3,268.47,35.30,,,,,,,,0,0,0BB0
753,15.060000,SIMULATED,COAST,0.063,0.007,-1.020,0.000,0.160,-0.121,98140.5,268.54,35.08,,,,,,,,0,0,6AEE
754,15.080000,SIMULATED,COAST,0.072,-0.009,-1.078,-0.230,-0.124,-0.126,98136.1,268.91,34.86,,,,,,,,0,0,749B
755,15.100000,SIMULATED,COAST,-0.076,0.008,-0.960,0.295,-0.134,0.199,98124.6,269.90,34.64,,,,,,,,0,0,8D55
756,15.120000,SIMULATED,COAST,-0.027,0.013,-0.942,-0.164,0.031,0.185,98117.6,270.50,34.42,,,,,,,,0,0,AB66
757,15.140000,SIMULATED,COAST,0.007,-0.022,-1.022,-0.106,0.114,-0.133,98107.2,271.38,34.20,,,,,,,,0,0,0467
758,15.160000,SIMULATED,COAST,-0.008,0.004,-1.025,0.080,-0.072,0.147,98098.4,272.14,33.99,,,,,,,,0,0,C9C5
759,15.180000,SIMULATED,COAST,0.013,0.016,-0.998,-0.243,0.131,-0.144,98087.8,273.04,33.78,,,,,,,,0,0,E6C3
760,15.200000,SIMULATED,COAST,0.039,-0.040,-1.011,0.019,0.055,0.017,98084.7,273.31,33.56,,,,,,,,0,0,64C6
761,15.220000,SIMULATED,COAST,0.019,0.042,-0.937,-0.020,0.047,0.140,98073.7,274.25,33.35,,,,,,,,0,0,5827
762,15.240000,SIMULATED,COAST,0.022,-0.044,-0.903,0.045,0.016,0.187,98061.7,275.28,33.14,,,,,,,,0,0,5373
763,15.260000,SIMULATED,COAST,-0.019,-0.043,-0.976,0.099,-0.100,-0.056,98061.6,275.28,32.92,,,,,,,,0,0,E6F3
764,15.280000,SIMULATED,COAST,-0.029,-0.028,-0.893,0.103,-0.054,0.136,98054.8,275.86,32.71,,,,,,,,0,0,D2F7
765,15.300000,SIMULATED,COAST,0.067,-0.005,-0.928,0.142,-0.083,-0.087,98045.4,276.67,32.49,,,,,,,,0,0,2AB2
766,15.320000,SIMULATED,COAST,0.027,-0.016,-0.873,-0.025,-0.101,-0.116,98037.6,277.33,32.28,,,,,,,,0,0,FED2
767,15.340000,SIMULATED,COAST,-0.014,0.009,-0.798,-0.110,0.039,-0.135,98028.9,278.07,32.07,,,,,,,,0,0,B4D7
768,15.360000,SIMULATED,COAST,-0.013,0.030,-0.867,-0.127,0.049,-0.203,98020.8,278.77,31.85,,,,,,,,0,0,5968
769,15.380000,SIMULATED,COAST,0.056,0.045,-0.780,0.039,0.102,0.119,98013.1,279.43,31.64,,,,,,,,0,0,CFDD
770,15.400000,SIMULATED,COAST,0.058,0.089,-0.892,0.073,0.010,0.087,98006.7,279.97,31.43,,,,,,,,0,0,832B
771,15.420000,SIMULATED,COAST,0.082,0.001,-0.798,0.034,0.030,0.211,97999.1,280.63,31.22,,,,,,,,0,0,ED6F
772,15.440000,SIMULATED,COAST,-0.007,-0.022,-0.856,0.021,-0.129,-0.071,97993.0,281.15,31.01,,,,,,,,0,0,D2C4
773,15.460000,SIMULATED,COAST,-0.001,0.003,-0.842,0.006,-0.202,-0.043,97984.1,281.91,30.80,,,,,,,,0,0,D0BF
774,15.480000,SIMULATED,COAST,-0.043,0.014,-0.841,-0.045,0.004,-0.012,97975.4,282.66,30.59,,,,,,,,0,0,843A
775,15.500000,SIMULATED,COAST,-0.026,0.007,-0.776,-0.096,0.049,-0.053,97969.1,283.19,30.38,,,,,,,,0,0,F52E
776,15.520000,SIMULATED,COAST,0.003,0.099,-0.793,-0.204,0.000,0.110,97960.3,283.95,30.18,,,,,,,,0,0,A9C9
777,15.540000,SIMULATED,COAST,0.040,-0.010,-0.767,0.001,-0.200,-0.004,97956.3,284.29,29.96,,,,,,,,0,0,1375
778,15.560000,SIMULATED,COAST,-0.004,-0.066,-0.758,-0.075,-0.025,0.065,97947.5,285.04,29.76,,,,,,,,0,0,8EE0
779,15.580000,SIMULATED,COAST,-0.064,0.056,-0.697,0.137,0.152,0.008,97941.3,285.57,29.55,,,,,,,,0,0,C671
780,15.600000,SIMULATED,COAST,-0.025,0.000,-0.803,0.182,0.148,-0.125,97932.5,286.32,29.34,,,,,,,,0,0,92CD
781,15.620000,SIMULATED,COAST,-0.034,0.079,-0.845,-0.018,0.042,-0.022,97930.3,286.52,29.13,,,,,,,,0,0,BED9
782,15.640000,SIMULATED,COAST,-0.015,-0.007,-0.659,0.085,-0.046,0.060,97919.1,287.47,28.92,,,,,,,,0,0,FC30
783,15.660000,SIMULATED,COAST,0.031,-0.033,-0.745,-0.075,-0.092,0.133,97913.4,287.96,28.72,,,,,,,,0,0,D3E7
784,15.680000,SIMULATED,COAST,-0.047,-0.006,-0.831,0.188,-0.184,-0.081,97908.4,288.39,28.51,,,,,,,,0,0,F928
785,15.700000,SIMULATED,COAST,0.021,0.036,-0.775,-0.129,-0.017,0.050,97900.5,289.06,28.30,,,,,,,,0,0,A4CF
786,15.720000,SIMULATED,COAST,0.061,0.014,-0.665,0.012,0.018,-0.002,97894.2,289.60,28.09,,,,,,,,0,0,2ED6
787,15.740000,SIMULATED,COAST,-0.037,-0.088,-0.711,0.021,-0.117,0.210,97884.1,290.47,27.89,,,,,,,,0,0,9E7A
788,15.760000,SIMULATED,COAST,-0.126,-0.001,-0.600,-0.009,0.096,-0.045,97876.9,291.08,27.69,,,,,,,,0,0,8DF8
789,15.780000,SIMULATED,COAST,0.048,-0.079,-0.672,-0.104,0.016,0.099,97876.2,291.15,27.48,,,,,,,,0,0,3AC0
790,15.800000,SIMULATED,COAST,0.100,-0.015,-0.687,-0.132,0.001,0.017,97868.7,291.78,27.27,,,,,,,,0,0,1430
791,15.820000,SIMULATED,COAST,-0.026,0.025,-0.613,-0.060,-0.114,0.022,97859.5,292.57,27.07,,,,,,,,0,0,7DD5
792,15.840000,SIMULATED,COAST,-0.039,0.068,-0.671,-0.055,0.040,0.041,97860.7,292.47,26.85,,,,,,,,0,0,AA65
793,15.860000,SIMULATED,COAST,-0.023,-0.087,-0.712,0.053,0.015,0.203,97855.8,292.89,26.63,,,,,,,,0,0,4351
794,15.880000,SIMULATED,COAST,0.031,0.032,-0.672,0.056,-0.031,0.184,97840.1,294.23,26.43,,,,,,,,0,0,4428
795,15.900000,SIMULATED,COAST,-0.019,-0.017,-0.636,0.013,0.177,-0.135,97834.2,294.74,26.23,,,,,,,,0,0,FB70
796,15.920000,SIMULATED,COAST,-0.117,0.035,-0.630,-0.198,-0.051,0.029,97826.7,295.38,26.03,,,,,,,,0,0,5E6C
797,15.940000,SIMULATED,COAST,0.127,-0.074,-0.696,0.105,-0.136,-0.041,97823.8,295.63,25.82,,,,,,,,0,0,1A9C
798,15.960000,SIMULATED,COAST,-0.037,0.076,-0.507,-0.148,0.043,0.051,97818.5,296.08,25.62,,,,,,,,0,0,FABA
799,15.980000,SIMULATED,COAST,-0.068,-0.022,-0.580,-0.095,0.057,0.163,97814.6,296.42,25.41,,,,,,,,0,0,E20B
800,16.000000,SIMULATED,COAST,0.007,-0.024,-0.527,-0.232,0.028,0.052,97803.8,297.34,25.21,22.85,0.0000297,0.0000958,298.7,3,9,4.089,0,0,09A5
801,16.020000,SIMULATED,COAST,0.030,0.071,-0.519,-0.104,-0.257,0.033,97799.2,297.73,25.00,,,,,,,,0,0,B980
802,16.040000,SIMULATED,COAST,0.023,-0.014,-0.541,0.001,-0.151,0.244,97792.7,298.29,24.80,,,,,,,,0,0,A1A0
803,16.060000,SIMULATED,COAST,0.049,0.038,-0.527,-0.014,-0.125,0.166,97792.2,298.33,24.59,,,,,,,,0,0,C5BF
804,16.080000,SIMULATED,COAST,-0.098,-0.049,-0.507,0.008,-0.133,0.076,97782.7,299.15,24.39,,,,,,,,0,0,B43D
805,16.100000,SIMULATED,COAST,0.025,0.021,-0.573,-0.183,0.077,-0.111,97774.3,299.87,24.19,,,,,,,,0,0,3ECB
806,16.120000,SIMULATED,COAST,0.011,-0.062,-0.539,0.040,-0.009,0.145,97778.1,299.54,23.97,,,,,,,,0,0,7DB9
807,16.140000,SIMULATED,COAST,0.129,-0.097,-0.530,0.023,-0.154,0.149,97767.8,300.43,23.76,,,,,,,,0,0,C971
808,16.160000,SIMULATED,COAST,0.033,0.093,-0.455,0.105,-0.171,-0.096,97761.2,300.99,23.56,,,,,,,,0,0,C39C
809,16.180000,SIMULATED,COAST,0.034,0.041,-0.431,0.034,0.116,-0.100,97754.0,301.61,23.36,,,,,,,,0,0,E54D
810,16.200000,SIMULATED,COAST,0.062,-0.006,-0.471,0.014,0.001,0.063,97753.0,301.69,23.15,,,,,,,,0,0,2CF4
811,16.220000,SIMULATED,COAST,0.027,-0.061,-0.501,0.060,0.035,-0.053,97746.3,302.27,22.94,,,,,,,,0,0,5841
