rx_time_s,packet_hex
57.000,A56602FF1D01A8DE00000303092A05000003FEB102D503D707E71000007E20000041050000DD0F2F40
57.200,A56602FF1E0170DF00000303092005000004FE7502D803D707E71000007E20000041050000DD0F5DFD
57.400,A56602FF1F0138E0000003030915050000FEFD1F02D703D707E71000007E20000041050000DD0F0985
57.600,A56602FF200100E100000303090B050000FBFDA801D603D707E71000007E20000041050000DD0FC595
57.800,A56602FF2101C8E100000303090205000007FE4D01DC03D707E71000007E20000041050000DD0FC52A
58.000,A56602FF220190E20000030309F704000002FE0D01D503D2078F120000B521000000050000D50FEB86
58.200,A56602FF230158E30000030309ED040000FDFD0201D403D2078F120000B521000000050000D50FEF73
58.400,A56602FF240120E40000030309E2040000FAFD3C01D303D2078F120000B521000000050000D50F787A
58.600,A56602FF2501E8E40000030309D8040000FAFD8E01D603D2078F120000B521000000050000D50F74F8
58.800,A56602FF2601B0E50000030309CE04000001FE0C02DA03D2078F120000B521000000050000D50F3EEB
59.000,A56602FF270178E60000030309C404000002FE6902D903D407C11000009D220000DE040000D70FAE9E
59.200,A56602FF280140E70000030309BA04000007FEA402D603D407C11000009D220000DE040000D70FE9AC
59.400,A56602FF290108E80000030309AF040000FDFDB102CE03D407C11000009D220000DE040000D70F7570
59.600,A56602FF2A01D0E80000030309A5040000F8FDA102DB03D407C11000009D220000DE040000D70F6826
59.800,A56602FF2B0198E900000303099A040000FBFD5002CE03D407C11000009D220000DE040000D70FA8A1
60.000,A56602FF2C0160EA000003030990040000FBFDEC01D303C807D11000005623000086040000D30FF5F4
60.200,A56602FF2D0128EB000003030986040000FDFD7C01D803C807D11000005623000086040000D30FD8B5
60.400,A56602FF2E01F0EB00000303097C04000004FE2401D903C807D11000005623000086040000D30FA0E0
60.600,A56602FF2F01B8EC00000303097204000008FE0101D503C807D11000005623000086040000D30F7873
60.800,A56602FF300180ED000003030967040000FEFD2201D903C807D11000005623000086040000D30F5DA7
61.000,A56602FF310148EE00000303095D04000002FE6401D403CC0755120000E322000052040000D50F2664
61.200,A56602FF320110EF00000303095304000006FEC801D803CC0755120000E322000052040000D50FBB1E
61.400,A56602FF3301D8EF000003030949040000FDFD3502D703CC0755120000E322000052040000D50F3697
61.600,A56602FF3401A0F000000303093E040000F9FD8A02D203CC0755120000E322000052040000D50F7FBE
61.800,A56602FF350168F1000003030933040000F4FDB402D703CC0755120000E322000052040000D50F2B2C
62.000,A56602FF360130F2000003030929040000FCFDA802D303C907F51100000625000008040000D70FCBAC
62.200,A56602FF3701F8F200000303092004000002FE7902D103C907F51100000625000008040000D70F2D52
62.400,A56602FF3801C0F3000003030915040000FDFD1D02C903C907F51100000625000008040000D70F7D5F
62.600,A56602FF390188F400000303090B04000003FEA901CC03C907F51100000625000008040000D70F15E1
62.800,A56602FF3A0150F500000303090104000004FE4A01D703C907F51100000625000008040000D70FC3F0
63.000,A56602FF3B0118F60000030309F80300000FFE0501D703C307DF120000E5240000DE030000D40F98D8
63.200,A56602FF3C01E0F60000030309EE03000014FE0201D703C307DF120000E5240000DE030000D40FE6F0
63.400,A56602FF3D01A8F70000030309E40300000FFE3501D303C307DF120000E5240000DE030000D40F7868
63.600,A56602FF3E0170F80000030309D903000003FE9A01D903C307DF120000E5240000DE030000D40FDEB4
63.800,A56602FF3F0138F90000030309CF03000002FE0402CF03C307DF120000E5240000DE030000D40FCF95
64.000,A56602FF400100FA0000030309C4030000FAFD6C02D403BC071C1300001526000089030000D10F66F7
64.200,A56602FF4101C8FA0000030309BA030000FDFDAD02D903BC071C1300001526000089030000D10FEED7
64.400,A56602F7420190FB0000030309B003000007FEB302D403BC071C1300001526000089030000D10FA184
64.600,A56602FF430158FC0000030309A603000006FE9302D303BC071C1300001526000089030000D10FD403
64.800,A56602FF440120FD00000303099C03000004FE6102DB03BC071C1300001526000089030000D10F7F2E
65.000,A56602FF4501E8FD00000303099203000003FEF301DA03BD07F8120000612600008D030000CE0FC747
65.200,A56602FF4601B0FE000003030987030000FFFD7D01D003BD07F8120000612600008D030000CE0F3B0A
65.400,A56602FF470178FF00000303097D030000FCFD2101CB03BD07F8120000612600008D030000CE0FB4E2
65.600,A56602FF4801400001000303097303000004FE0101DF03BD07F8120000612600008D030000CE0F7C71
65.800,A56602FF49010801010003030968030000FBFD1401D203BD07F8120000612600008D030000CE0F5F52
66.000,A56602FF4A01D00101000303095D030000F9FD6401D903B507751300001828000085030000D30F710D
66.200,A56602FF4B019802010003030954030000FFFDD501D403B507751300001828000085030000D30F923C
66.400,A56602FF4C01600301000303094A03000009FE3A02D503B507751300001828000085030000D30FDCBF
66.600,A56602FF4D01280401000303094003000008FE9202D903B507751300001828000085030000D30FC51D
66.800,A56602FF4E01F004010003030935030000FEFDB202D003B507751300001828000085030000D30F2307
67.000,A56602FF4F01B80501000303092A030000FBFDAF02D603AD07421500006E28000038030000D20F5416
67.200,A56602FF50018006010003030920030000FEFD7502D403AD07421500006E28000038030000D20FDB22
67.400,A56602FF510148070100030309150300000AFE2602D103AD07421500006E28000038030000D20F46B2
67.600,A56602FF5201100801000303090D03000008FEB001D903AD07421500006E28000038030000D20FFC86
67.800,A56602FF5301D808010003030902030000FDFD4201D903AD07421500006E28000038030000D20FC431
68.000,A56602FF5401A0090100030309F8020000FFFD0201D203B1079D1400000929000008030000CA0FC6AD
68.200,A56602FF5501680A0100030309EE02000002FEFF00C903B1079D1400000929000008030000CA0F5CBF
68.400,A56602FF5601300B0100030309E3020000FBFD3601CE03B1079D1400000929000008030000CA0FD0C4
68.600,A56602FF5701F80B0100030309D902000000FE9801D803B1079D1400000929000008030000CA0FA38A
68.800,A56602FF5801C00C0100030309CF02000000FE0802D003B1079D1400000929000008030000CA0FB5CF
69.000,A56602FF5901880D0100030309C4020000FBFD6502D403AF07B514000016290000C4020000D00F7F25
69.200,A56602FF5A01500E0100030309BA020000FBFD9F02CE03AF07B514000016290000C4020000D00F0531
69.400,A56602FF5B01180F0100030309B002000002FEB902D703AF07B514000016290000C4020000D00F9444
69.600,A56602FF5C01E00F0100030309A602000000FE9302D203AF07B514000016290000C4020000D00F216A
69.800,A56602FF5D01A81001000303099C02000003FE4D02CC03AF07B514000016290000C4020000D00F5F2B
70.000,A56602FF5E017011010003030991020000FDFDEC01D8039E07931400009D2900008E020000CE0F5487
70.200,A56602FF5F01381201000303098702000003FE7C01D9039E07931400009D2900008E020000CE0F65FD
70.400,A56602FF6001001301000303097D02000004FE2B01D7039E07931400009D2900008E020000CE0F1B9C
70.600,A56602FF6101C81301000303097302000002FEF900D2039E07931400009D2900008E020000CE0F1AEF
70.800,A56602FF620190140100030309690200000AFE1701D2039E07931400009D2900008E020000CE0F9054
71.000,A56602FF6301581501000303095F02000000FE5A01CC039C0778150000802A00002F020000CA0FEA2F
71.200,A56602FF64012016010003030954020000FCFDCC01D5039C0778150000802A00002F020000CA0FC6FE
71.400,A56602FF6501E81601000303094A020000FAFD3402D0039C0778150000802A00002F020000CA0FFB46
71.600,A56602FF6601B01701000303093F020000F9FD8C02CF039C0778150000802A00002F020000CA0FD591
71.800,A56602FF67017818010003030935020000FCFDAA02CD039C0778150000802A00002F020000CA0F9E23
72.000,A56602FF6801401901000303092B02000005FEAB02CD039607CA1600001D2B000029020000CA0F163A
72.200,A56602FF6901081A01000303092102000004FE7802D7039607CA1600001D2B000029020000CA0FD9FC
72.400,A56602FF6A01D01A01000303091702000009FE2302D3039607CA1600001D2B000029020000CA0F2DA3
72.600,A56602FF6B01981B01000303090D02000002FEB901D5039607CA1600001D2B000029020000CA0F7781
72.800,A56602FF6C01601C010003030902020000FFFD4A01D5039607CA1600001D2B000029020000CA0F6B64
73.000,A56602FF6D01281D0100030309F801000003FE0901DA0388074B160000392C0000C9010000CD0FC146
73.200,A56602FF6E01F01D0100030309EF0100000AFE0301D10388074B160000392C0000C9010000CD0F963E
73.400,A56602FF6F01B81E0100030309E401000006FE3501D80388074B160000392C0000C9010000CD0FC0D0
73.600,A56602FF7001801F0100030309DA01000000FEA001D50388074B160000392C0000C9010000CD0FF451
73.800,A56602FF710148200100030309D001000006FE0002CF0388074B160000392C0000C9010000CD0F78AE
74.000,A56602FF720110210100030309C5010000F6FD6602D503900779160000952D0000C1010000D10FD1E3
74.200,A56602FF7301D8210100030309BB010000FBFDA702D903900779160000952D0000C1010000D10F7BB6
74.400,A56602FF7401A0220100030309B101000003FEB502D403900779160000952D0000C1010000D10F18D2
74.600,A56602FF750168230100030309A601000002FE9502D703900779160000952D0000C1010000D10F1ECE
74.800,A56602FF7601302401000303099D01000007FE4F02D203900779160000952D0000C1010000D10FCB36
75.000,A56602FF7701F8240100030309930100000DFEE701D6038F0788170000042F000081010000C20F1A90
75.200,A56602FF7801C02501000303098A01000014FE7C01DB038F0788170000042F000081010000C20F974B
75.400,A56602FF7901882601000303097E01000002FE2701DA038F0788170000042F000081010000C20F0B31
75.600,A56602FF7A01502701000303097401000002FEF800D4038F0788170000042F000081010000C20F02CB
75.800,A56602FF7B01182801000303096A0100000AFE1401D2038F0788170000042F000081010000C20F1CF2
76.000,A56602FF7C01E02801000303096001000009FE6201D703830773160000D62E000051010000C80F6020
76.200,A56602FF7D01A829010003030955010000F8FDCD01D603830773160000D62E000051010000C80F3405
76.400,A56602FF7E01702A01000303094B010000FCFD4002DA03830773160000D62E000051010000C80F68FD
76.600,A56602FF7F01382B010003030941010000FCFD8A02D003830773160000D62E000051010000C80F55F5
76.800,A56602FF8001002C01000303093701000004FEAD02DA03830773160000D62E000051010000C80F0440
77.000,A56602FF8101C82C01000303092D01000005FEB002D9038307841700002C2F000029010000C80F68F6
77.200,A56602FF8201902D010003030921010000EEFD7D02D0038307841700002C2F000029010000C80F2BBE
77.400,A56602FF8301582E010003030918010000FEFD2302D6038307841700002C2F000029010000C80F1EE4
77.600,A56602FF8401202F01000303090E01000003FEB101D2038307841700002C2F000029010000C80FFC24
77.800,A56602FF8501E82F01000303090401000005FE5101D7038307841700002C2F000029010000C80FB7CE
78.000,A56602FF8601B0300100030309F9000000FFFD0301CA0382077E180000AD2F000018010000C10F1A46
78.200,A56602FF870178310100030309EF000000FBFD0801D80382077E180000AD2F000018010000C10FE00B
78.400,A56602FF880140320100030309E5000000FEFD3201C90382077E180000AD2F000018010000C10F44DF
78.600,A56602FF890108330100030309DB00000002FE9901DA0382077E180000AD2F000018010000C10F756D
78.800,A56602FF8A01D0330100030309D000000004FE0C02D50382077E180000AD2F000018010000C10F3629
79.000,A56602FF8B0198340100030309C700000008FE6502D80381076A1800000C300000E6000000C50F12B9
79.200,A56602FF8C0160350100030309BC00000008FEA702D50381076A1800000C300000E6000000C50F4015
79.400,A56602FF8D0128360100030309B200000009FEB202D70381076A1800000C300000E6000000C50FE52B
79.600,A56602FF8E01F0360100030309A800000009FE9602D10381076A1800000C300000E6000000C50F8F49
79.800,A56602FF8F01B83701000303099E00000003FE4B02D90381076A1800000C300000E6000000C50F2DDC
80.000,A56602FF9001803801000303099400000005FEE801D7037E07AC1800006630000063000000C50FD79D
80.200,A56602FF9101483901000303098900000001FE8201D8037E07AC1800006630000063000000C50F7C5A
80.400,A56602FF9201103A01000303097F00000000FE2301D0037E07AC1800006630000063000000C50F2CEB
80.600,A56602FF9301D83A01000303097500000000FEFD00D4037E07AC1800006630000063000000C50F5EEE
80.800,A56602FF9401A03B01000303096B00000000FE1401DA037E07AC1800006630000063000000C50FF311
81.000,A56602FF9501683C010003030960000000FDFD7001DA037F0782190000683100001B000000C30F74EB
81.200,A56602FF9601303D01000303095600000000FEC701D2037F0782190000683100001B000000C30F5696
81.400,A56602FF9701F83D01000303094C00000008FE3902D4037F0782190000683100001B000000C30F2720
81.600,A56602FF9801C03E0100030309420000000AFE9102DC037F0782190000683100001B000000C30F03ED
81.800,A56602FF9901883F0100030309380000000BFEAE02D5037F0782190000683100001B000000C30F2F25
82.000,A56602FF9A01504001000303092E0000000AFEB002D6037007DA1900004F33000023000000C80F4F8B
82.200,A56602FF9B01184101000303092500000011FE7802CB037007DA1900004F33000023000000C80FD213
82.400,A56602FF9C01E04101000303091A00000007FE2902DB037007DA1900004F33000023000000C80F8567
82.600,A56602FF9D01A84201000303090F000000FEFDAD01CD037007DA1900004F33000023000000C80FAA25
82.800,A56602FF9E01704301000303090600000005FE4D01DA037007DA1900004F33000023000000C80F1EA0
83.000,A56602FF9F0138440100030309FDFFFFFF13FE0300E303720753190000AE33000000000000BA0FBF2C
83.200,A56602FFA00100450100030309F8FFFFFF59FE0600CE03720753190000AE33000000000000BA0FA92C
83.400,A56602FFA101C8450100030309F6FFFFFFAFFE0200CC03720753190000AE33000000000000BA0F29C8
83.600,A56602FFA20190460100030309F6FFFFFF02FFFDFFCD03720753190000AE33000000000000BA0F6C0C
83.800,A56602FFA30158470100030309F7FFFFFF55FFF7FFD003720753190000AE33000000000000BA0FF5B9
84.000,A56602FFA40120480100030309FAFFFFFF9FFFFEFFD8036707111900007A330000FEFFFFFFBD0FBBF2
84.200,A56602FFA501E8480100030309FBFFFFFFCCFF0000CF036707111900007A330000FEFFFFFFBD0FDDAD
84.400,A56602FFA601B0490100030309FDFFFFFFF5FF0500D5036707111900007A330000FEFFFFFFBD0F7061
84.600,A56602FFA701784A0100030309FEFFFFFF00000400DA036707111900007A330000FEFFFFFFBD0FC4AC
84.800,A56602FFA801404B0100030309FFFFFFFF0900FAFFD0036707111900007A330000FEFFFFFFBD0FE24F
85.000,A56602FFA901084C0100030309FFFFFFFF08000700D303700725190000403200000C000000C10FE3BD
85.200,A56602FFAA01D04C0100030309FFFFFFFF07000000DB03700725190000403200000C000000C10FEFF5
85.400,A56602FFAB01984D0100030309000000001100FDFFCF03700725190000403200000C000000C10F0C07
85.600,A56602FFAC01604E0100030309000000000E00F2FFD403700725190000403200000C000000C10FDD63
85.800,A56602FFAD01284F0100040309010000001300FBFFD203700725190000403200000C000000C10FC8EF
86.000,A56602FFAE01F04F0100040309010000001700FCFFD30362079B190000533300000A000000BD0FD7CF
86.200,A56602FFAF01B8500100040309010000000C00FCFFD90362079B190000533300000A000000BD0F6201
86.400,A56602FFB00180510100040309010000000F000000D50362079B190000533300000A000000BD0F22B3
86.600,A56602FFB1014852010004030900000000FCFF0100CB0362079B190000533300000A000000BD0F4A48
86.800,A56602FFB2011053010004030900000000FFFFFCFFD80362079B190000533300000A000000BD0FC570
87.000,A56602FFB301D8530100040309010000000800F6FFD6037007C3190000663300000F000000BD0F1F9F
87.200,A56602FFB401A054010004030901000000FFFF0200D1037007C3190000663300000F000000BD0F6DA8
87.400,A56602FFB5016855010004030901000000FEFF0500D8037007C3190000663300000F000000BD0FE6F9
87.600,A56602FFB601305601000403090100000002000900D3037007C3190000663300000F000000BD0F6A19
87.800,A56602FFB701F856010004030901000000FFFF0200D6037007C3190000663300000F000000BD0FC652
88.000,A56602FFB801C05701000403090100000003000600CE03600795190000E6310000FFFFFFFFBD0FF8B8
88.200,A56602FFB9018858010004030900000000FDFF0400C803600795190000E6310000FFFFFFFFBD0FA6D3
88.400,A56602FFBA01505901000403090100000001000800D003600795190000E6310000FFFFFFFFBD0F4819
88.600,A56602FFBB01185A010004030900000000F7FFFDFFD103600795190000E6310000FFFFFFFFBD0F2A08
88.800,A56602FFBC01E05A0100040309FFFFFFFFF2FFFEFFDA03600795190000E6310000FFFFFFFFBD0F2AF9
89.000,A56602FFBD01A85B010004030900000000FCFFFBFFDE035D071819000061330000E9FFFFFFC00F07D5
89.200,A56602FFBE01705C010004030900000000FFFFFBFFD0035D071819000061330000E9FFFFFFC00FE772
89.400,A56602FFBF01385D01000403090000000004000200D3035D071819000061330000E9FFFFFFC00F6472
89.600,A56602FFC001005E01000403090000000001000300D2035D071819000061330000E9FFFFFFC00F0A0B
89.800,A56602FFC101C85E0100040309000000000500FAFFDD035D071819000061330000E9FFFFFFC00FB10A
90.000,A56602FFC201905F0100040309000000000400FBFFD40361076B1900004E320000A9FFFFFFC50F27AA
90.200,A56602FFC30158600100040309000000000000FBFFDB0361076B1900004E320000A9FFFFFFC50F61C9
90.400,A56602FFC4012061010004030900000000FEFF0300D30361076B1900004E320000A9FFFFFFC50F1260
90.600,A56602FFC501E861010004030900000000FAFFFDFFD60361076B1900004E320000A9FFFFFFC50F9CE8
90.800,A56602FFC601B06201000403090000000004000200D00361076B1900004E320000A9FFFFFFC50F94BF
