rx_time_s,seq,time_s,simulated,flight_state,altitude_m,vertical_velocity_mps,accel_axial_mps2,accel_magnitude_mps2,temperature_c,latitude_deg,longitude_deg,gps_altitude_m,gps_fix,gps_satellites,battery_voltage_v,separation,imu_ok,baro_ok,gnss_ok,temp_ok,battery_ok
36.4,182,36.4,True,DESCENT,4.2,-4.99,5.77,9.92,21.51,0.0002734,0.0005515,5.3,3,9,4.069,True,True,True,True,True,True
36.6,183,36.6,True,DESCENT,3.2,-5.0,6.48,9.77,21.51,0.0002734,0.0005515,5.3,3,9,4.069,True,True,True,True,True,True
36.8,184,36.8,True,DESCENT,2.2,-4.92,6.86,9.79,21.51,0.0002734,0.0005515,5.3,3,9,4.069,True,True,True,True,True,True
37.0,185,37.0,True,DESCENT,1.2,-4.95,6.82,9.86,21.42,0.0002809,0.0005728,1.2,3,9,4.072,True,True,True,True,True,True
37.2,186,37.2,True,DESCENT,0.2,-4.94,6.31,9.8,21.42,0.0002809,0.0005728,1.2,3,9,4.072,True,True,True,True,True,True
37.4,187,37.4,True,DESCENT,-0.5,-4.49,0.05,9.81,21.42,0.0002809,0.0005728,1.2,3,9,4.072,True,True,True,True,True,True
37.6,188,37.6,True,DESCENT,-0.8,-3.56,0.03,9.86,21.42,0.0002809,0.0005728,1.2,3,9,4.072,True,True,True,True,True,True
37.8,189,37.8,True,DESCENT,-0.8,-2.57,-0.02,9.78,21.42,0.0002809,0.0005728,1.2,3,9,4.072,True,True,True,True,True,True
38.0,190,38.0,True,DESCENT,-0.6,-1.48,0.01,9.79,21.5,0.0003087,0.0005657,-2.7,3,9,4.073,True,True,True,True,True,True
38.2,191,38.2,True,DESCENT,-0.4,-0.7,-0.01,9.86,21.5,0.0003087,0.0005657,-2.7,3,9,4.073,True,True,True,True,True,True
38.4,192,38.4,True,DESCENT,-0.3,-0.38,0.03,9.79,21.5,0.0003087,0.0005657,-2.7,3,9,4.073,True,True,True,True,True,True
38.6,193,38.6,True,DESCENT,-0.1,0.0,-0.01,9.83,21.5,0.0003087,0.0005657,-2.7,3,9,4.073,True,True,True,True,True,True
38.8,194,38.8,True,DESCENT,0.0,0.1,0.04,9.77,21.5,0.0003087,0.0005657,-2.7,3,9,4.073,True,True,True,True,True,True
39.0,195,39.0,True,DESCENT,-0.1,0.03,0.05,9.82,21.47,0.0002785,0.0005684,2.8,3,9,4.064,True,True,True,True,True,True
39.2,196,39.2,True,DESCENT,0.0,0.07,0.07,9.83,21.47,0.0002785,0.0005684,2.8,3,9,4.064,True,True,True,True,True,True
39.4,197,39.4,True,DESCENT,0.0,0.06,-0.01,9.83,21.47,0.0002785,0.0005684,2.8,3,9,4.064,True,True,True,True,True,True
39.6,198,39.6,True,DESCENT,0.0,0.12,0.07,9.8,21.47,0.0002785,0.0005684,2.8,3,9,4.064,True,True,True,True,True,True
39.8,199,39.8,True,DESCENT,0.1,0.13,0.01,9.77,21.47,0.0002785,0.0005684,2.8,3,9,4.064,True,True,True,True,True,True
40.0,200,40.0,True,DESCENT,0.1,0.1,-0.02,9.78,21.4,0.0002883,0.0005571,-1.7,3,9,4.066,True,True,True,True,True,True
40.2,201,40.2,True,LANDED,0.1,0.02,-0.11,9.72,21.4,0.0002883,0.0005571,-1.7,3,9,4.066,True,True,True,True,True,True
40.4,202,40.4,True,LANDED,0.0,-0.01,0.05,9.79,21.4,0.0002883,0.0005571,-1.7,3,9,4.066,True,True,True,True,True,True
40.6,203,40.6,True,LANDED,0.0,-0.08,-0.01,9.79,21.4,0.0002883,0.0005571,-1.7,3,9,4.066,True,True,True,True,True,True
40.8,204,40.8,True,LANDED,-0.1,-0.19,-0.01,9.86,21.4,0.0002883,0.0005571,-1.7,3,9,4.066,True,True,True,True,True,True
41.0,205,41.0,True,LANDED,-0.1,-0.11,0.12,9.85,21.28,0.000288,0.0005702,7.8,3,9,4.063,True,True,True,True,True,True
41.2,206,41.2,True,LANDED,0.0,0.09,0.06,9.87,21.28,0.000288,0.0005702,7.8,3,9,4.063,True,True,True,True,True,True
41.4,207,41.4,True,LANDED,0.0,0.09,0.06,9.83,21.28,0.000288,0.0005702,7.8,3,9,4.063,True,True,True,True,True,True
41.6,208,41.6,True,LANDED,0.1,0.16,0.02,9.89,21.28,0.000288,0.0005702,7.8,3,9,4.063,True,True,True,True,True,True
41.8,209,41.8,True,LANDED,0.1,0.01,0.02,9.9,21.28,0.000288,0.0005702,7.8,3,9,4.063,True,True,True,True,True,True
42.0,210,42.0,True,LANDED,0.1,-0.01,0.03,9.8,21.3,0.0002905,0.0005671,-4.0,3,9,4.067,True,True,True,True,True,True
42.2,211,42.2,True,LANDED,0.0,-0.02,0.06,9.79,21.3,0.0002905,0.0005671,-4.0,3,9,4.067,True,True,True,True,True,True
42.4,212,42.4,True,LANDED,0.1,0.01,-0.06,9.8,21.3,0.0002905,0.0005671,-4.0,3,9,4.067,True,True,True,True,True,True
42.6,213,42.6,True,LANDED,0.1,0.02,-0.03,9.83,21.3,0.0002905,0.0005671,-4.0,3,9,4.067,True,True,True,True,True,True
42.8,214,42.8,True,LANDED,0.0,-0.02,-0.02,9.84,21.3,0.0002905,0.0005671,-4.0,3,9,4.067,True,True,True,True,True,True
43.0,215,43.0,True,LANDED,0.0,-0.06,-0.08,9.79,21.22,0.0002557,0.000568,-0.4,3,9,4.058,True,True,True,True,True,True
43.2,216,43.2,True,LANDED,0.0,-0.09,0.01,9.75,21.22,0.0002557,0.000568,-0.4,3,9,4.058,True,True,True,True,True,True
