timestamp,flight_state,est_altitude_m,est_vertical_velocity_mps,baro_altitude_m,imu_ok,baro_ok,gnss_ok,temp_ok,battery_ok,gps_fix
7.540,COAST,98.21,32.78,98.51,1,1,1,1,1,3
7.560,COAST,98.86,32.38,98.84,1,1,1,1,1,3
7.580,COAST,99.52,31.99,99.72,1,1,1,1,1,3
7.600,COAST,100.16,31.61,100.34,1,1,1,1,1,3
7.620,COAST,100.77,31.22,100.39,1,1,1,1,1,3
7.640,COAST,101.40,30.85,101.59,1,1,1,1,1,3
7.660,COAST,102.01,30.47,102.02,1,1,1,1,1,3
7.680,COAST,102.62,30.11,102.66,1,1,1,1,1,3
7.700,COAST,103.22,29.74,103.32,1,1,1,1,1,3
7.720,COAST,103.80,29.37,103.45,1,1,1,1,1,3
7.740,COAST,104.39,29.01,104.42,1,1,1,1,1,3
7.760,COAST,104.96,28.66,104.88,1,1,1,1,1,3
7.780,COAST,105.52,28.30,105.25,1,1,1,1,1,3
7.800,COAST,106.07,27.94,105.69,1,1,1,1,1,3
7.820,COAST,106.63,27.60,106.79,1,1,1,1,1,3
7.840,COAST,107.18,27.27,107.26,1,1,1,1,1,3
7.860,COAST,107.71,26.92,107.28,1,1,1,1,1,3
7.880,COAST,108.24,26.58,108.01,1,1,1,1,1,3
7.900,COAST,108.77,26.26,109.05,1,1,1,1,1,3
7.920,COAST,109.30,25.95,109.48,1,1,1,1,1,3
7.940,COAST,109.82,25.63,109.92,1,1,1,1,1,3
7.960,COAST,110.32,25.30,110.17,1,1,1,1,1,3
7.980,COAST,110.83,24.99,110.98,1,1,1,1,1,3
8.000,COAST,111.32,24.67,111.08,1,1,1,1,1,3
8.020,COAST,111.82,24.37,112.05,1,1,0,1,1,3
8.040,COAST,112.33,24.08,112.93,1,1,0,1,1,3
8.060,COAST,112.80,23.77,112.57,1,1,0,1,1,3
8.080,COAST,113.27,23.47,113.18,1,1,0,1,1,3
8.100,COAST,113.73,23.17,113.56,1,1,0,1,1,3
8.120,COAST,114.19,22.88,114.42,1,1,0,1,1,3
8.140,COAST,114.64,22.58,114.50,1,1,0,1,1,3
8.160,COAST,115.08,22.28,114.77,1,1,0,1,1,3
8.180,COAST,115.52,21.99,115.30,1,1,0,1,1,3
8.200,COAST,115.95,21.69,115.76,1,1,0,1,1,3
8.220,COAST,116.38,21.41,116.39,1,1,0,1,1,3
8.240,COAST,116.80,21.13,116.74,1,1,0,1,1,3
8.260,COAST,117.22,20.85,117.23,1,1,0,1,1,3
8.280,COAST,117.64,20.58,117.83,1,1,0,1,1,3
8.300,COAST,118.05,20.31,118.16,1,1,0,1,1,3
8.320,COAST,118.45,20.03,118.32,1,1,0,1,1,3
8.340,COAST,118.85,19.76,118.79,1,1,0,1,1,3
8.360,COAST,119.26,19.51,119.89,1,1,0,1,1,3
8.380,COAST,119.65,19.25,119.70,1,1,0,1,1,3
8.400,COAST,120.04,18.99,120.09,1,1,0,1,1,3
8.420,COAST,120.42,18.72,120.46,1,1,0,1,1,3
8.440,COAST,120.81,18.48,121.27,1,1,0,1,1,3
8.460,COAST,121.18,18.23,121.32,1,1,0,1,1,3
8.480,COAST,121.54,17.97,121.46,1,1,0,1,1,3
8.500,COAST,121.90,17.72,122.05,1,1,0,1,1,3
8.520,COAST,122.27,17.48,122.64,1,1,0,1,1,3
8.540,COAST,122.62,17.23,122.91,1,1,0,1,1,3
8.560,COAST,122.97,16.99,123.15,1,1,0,1,1,3
8.580,COAST,123.30,16.74,123.18,1,1,0,1,1,3
8.600,COAST,123.63,16.49,123.54,1,1,0,1,1,3
8.620,COAST,123.95,16.23,123.63,1,1,0,1,1,3
8.640,COAST,124.25,15.97,123.78,1,1,0,1,1,3
8.660,COAST,124.56,15.72,124.13,1,1,0,1,1,3
8.680,COAST,124.86,15.47,124.76,1,1,0,1,1,3
8.700,COAST,125.17,15.23,125.22,1,1,0,1,1,3
8.720,COAST,125.48,15.00,125.67,1,1,0,1,1,3
8.740,COAST,125.78,14.77,125.83,1,1,0,1,1,3
8.760,COAST,126.07,14.53,125.94,1,1,0,1,1,3
8.780,COAST,126.36,14.29,126.38,1,1,0,1,1,3
8.800,COAST,126.65,14.07,126.86,1,1,0,1,1,3
8.820,COAST,126.92,13.83,126.66,1,1,0,1,1,3
8.840,COAST,127.18,13.58,126.75,1,1,0,1,1,3
8.860,COAST,127.43,13.34,127.11,1,1,0,1,1,3
8.880,COAST,127.69,13.11,127.55,1,1,0,1,1,3
8.900,COAST,127.94,12.87,127.58,1,1,0,1,1,3
8.920,COAST,128.20,12.65,128.25,1,1,0,1,1,3
8.940,COAST,128.45,12.42,128.45,1,1,0,1,1,3
8.960,COAST,128.70,12.20,128.75,1,1,0,1,1,3
8.980,COAST,128.92,11.96,128.49,1,1,0,1,1,3
9.000,COAST,129.16,11.74,129.21,1,1,1,1,1,3
9.020,COAST,129.39,11.51,129.29,1,1,1,1,1,3
9.040,COAST,129.61,11.28,129.37,1,1,1,1,1,3
9.060,COAST,129.83,11.06,129.77,1,1,1,1,1,3
9.080,COAST,130.05,10.84,129.91,1,1,1,1,1,3
9.100,COAST,130.26,10.63,130.39,1,1,1,1,1,3
9.120,COAST,130.48,10.41,130.57,1,1,1,1,1,3
9.140,COAST,130.68,10.20,130.62,1,1,1,1,1,3
9.160,COAST,130.89,9.98,130.94,1,1,1,1,1,3
9.180,COAST,131.09,9.77,131.22,1,1,1,1,1,3
9.200,COAST,131.27,9.55,131.00,1,1,1,1,1,3
9.220,COAST,131.45,9.33,131.19,1,1,1,1,1,3
9.240,COAST,131.63,9.11,131.36,1,1,1,1,1,3
9.260,COAST,131.81,8.90,131.80,1,1,1,1,1,3
9.280,COAST,131.98,8.68,131.87,1,1,1,1,1,3
9.300,COAST,132.15,8.47,132.04,1,1,1,1,1,3
9.320,COAST,132.31,8.26,132.26,1,1,1,1,1,3
9.340,COAST,132.47,8.05,132.38,1,1,1,1,1,3
9.360,COAST,132.65,7.86,133.18,1,1,1,1,1,3
9.380,COAST,132.81,7.65,132.87,1,1,1,1,1,3
9.400,COAST,132.96,7.44,132.92,1,1,1,1,1,3
9.420,COAST,133.09,7.23,132.77,1,1,1,1,1,3
9.440,COAST,133.24,7.03,133.38,1,1,1,1,1,3
9.460,COAST,133.38,6.82,133.42,1,1,1,1,1,3
9.480,COAST,133.52,6.62,133.57,1,1,1,1,1,3
9.500,COAST,133.65,6.42,133.65,1,1,1,1,1,3
9.520,COAST,133.78,6.22,133.86,1,1,1,1,1,3
9.540,COAST,133.89,6.01,133.79,1,1,1,1,1,3
9.560,COAST,134.00,5.80,133.79,1,1,1,1,1,3
9.580,COAST,134.11,5.59,133.80,1,1,1,1,1,3
9.600,COAST,134.23,5.40,134.64,1,1,1,1,1,3
9.620,COAST,134.31,5.18,133.63,1,1,1,1,1,3
9.640,COAST,134.40,4.97,134.00,1,1,1,1,1,3
9.660,COAST,134.47,4.74,133.66,1,1,1,1,1,3
9.680,COAST,134.56,4.54,134.64,1,1,1,1,1,3
9.700,COAST,134.64,4.33,134.29,1,1,1,1,1,3
9.720,COAST,134.71,4.12,134.44,1,1,1,1,1,3
9.740,COAST,134.79,3.92,134.71,1,1,1,1,1,3
9.760,COAST,134.86,3.71,134.58,1,1,1,1,1,3
9.780,COAST,134.93,3.51,134.92,1,1,1,1,1,3
9.800,COAST,134.98,3.30,134.55,1,1,1,1,1,3
9.820,COAST,135.06,3.11,135.33,1,1,1,1,1,3
9.840,COAST,135.10,2.90,134.75,1,1,1,1,1,3
9.860,COAST,135.16,2.70,135.02,1,1,1,1,1,3
9.880,COAST,135.20,2.49,134.91,1,1,1,1,1,3
9.900,COAST,135.25,2.29,135.35,1,1,1,1,1,3
9.920,COAST,135.29,2.10,135.33,1,1,1,1,1,3
9.940,COAST,135.33,1.89,135.18,1,1,1,1,1,3
9.960,COAST,135.37,1.70,135.49,1,1,1,1,1,3
9.980,COAST,135.41,1.51,135.58,1,1,1,1,1,3
10.000,COAST,135.44,1.31,135.45,1,1,1,1,1,3
10.020,COAST,135.44,1.10,134.89,1,1,1,1,1,3
10.040,COAST,135.47,0.91,135.66,1,1,1,1,1,3
10.060,COAST,135.50,0.73,135.88,1,1,1,1,1,3
10.080,COAST,135.51,0.53,135.47,1,1,1,1,1,3
10.100,COAST,135.51,0.33,135.44,1,1,1,1,1,3
10.120,COAST,135.52,0.13,135.50,1,1,1,1,1,3
10.140,COAST,135.54,-0.02,136.14,1,1,1,1,1,3
10.160,COAST,135.53,-0.14,135.43,1,1,1,1,1,3
10.180,COAST,135.52,-0.27,135.26,1,1,1,1,1,3
10.200,COAST,135.49,-0.41,134.73,1,1,1,1,1,3
10.220,COAST,135.48,-0.54,135.46,1,1,1,1,1,3
10.240,COAST,135.44,-0.68,134.81,1,1,1,1,1,3
10.260,COAST,135.40,-0.83,134.60,1,1,1,1,1,3
10.280,COAST,135.34,-0.99,134.32,1,1,1,1,1,3
10.300,COAST,135.29,-1.15,134.39,1,1,1,1,1,3
10.320,COAST,135.25,-1.29,134.97,1,1,1,1,1,3
10.340,COAST,135.20,-1.45,134.52,1,1,1,1,1,3
10.360,COAST,135.15,-1.60,134.48,1,1,1,1,1,3
10.380,COAST,135.08,-1.77,134.04,1,1,1,1,1,3
10.400,COAST,135.01,-1.94,134.12,1,1,1,1,1,3
10.420,COAST,134.94,-2.10,134.19,1,1,1,1,1,3
10.440,COAST,134.88,-2.25,134.51,1,1,1,1,1,3
10.460,COAST,134.83,-2.40,134.55,1,1,1,1,1,3
10.480,COAST,134.76,-2.56,134.21,1,1,1,1,1,3
10.500,COAST,134.66,-2.75,133.33,1,1,1,1,1,3
10.520,COAST,134.57,-2.92,133.71,1,1,1,1,1,3
10.540,COAST,134.46,-3.10,133.16,1,1,1,1,1,3
10.560,DESCENT,134.38,-3.26,133.83,1,1,1,1,1,3
10.580,DESCENT,134.27,-3.30,133.03,1,1,1,1,1,3
10.600,DESCENT,134.14,-3.36,132.55,1,1,1,1,1,3
10.620,DESCENT,134.02,-3.41,132.53,1,1,1,1,1,3
10.640,DESCENT,133.93,-3.43,133.26,1,1,1,1,1,3
10.660,DESCENT,133.82,-3.47,132.73,1,1,1,1,1,3
10.680,DESCENT,133.71,-3.51,132.71,1,1,1,1,1,3
10.700,DESCENT,133.59,-3.56,132.19,1,1,1,1,1,3
10.720,DESCENT,133.51,-3.58,133.08,1,1,1,1,1,3
10.740,DESCENT,133.40,-3.62,132.49,1,1,1,1,1,3
10.760,DESCENT,133.30,-3.65,132.60,1,1,1,1,1,3
10.780,DESCENT,133.20,-3.68,132.45,1,1,1,1,1,3
10.800,DESCENT,133.09,-3.73,132.11,1,1,1,1,1,3
10.820,DESCENT,132.98,-3.77,132.12,1,1,1,1,1,3
10.840,DESCENT,132.85,-3.85,131.40,1,1,1,1,1,3
10.860,DESCENT,132.73,-3.91,131.67,1,1,1,1,1,3
10.880,DESCENT,132.60,-3.99,131.30,1,1,1,1,1,3
10.900,DESCENT,132.48,-4.04,131.63,1,1,1,1,1,3
10.920,DESCENT,132.37,-4.09,131.76,1,1,1,1,1,3
10.940,DESCENT,132.25,-4.14,131.40,1,1,1,1,1,3
10.960,DESCENT,132.15,-4.18,131.60,1,1,1,1,1,3
10.980,DESCENT,132.02,-4.25,131.12,1,1,1,1,1,3
11.000,DESCENT,131.94,-4.25,,1,1,1,1,1,3
11.020,DESCENT,131.82,-4.30,131.30,1,1,1,1,1,3
11.040,DESCENT,131.71,-4.34,131.21,1,1,1,1,1,3
11.060,DESCENT,131.60,-4.38,131.10,1,1,1,1,1,3
11.080,DESCENT,131.46,-4.48,130.46,1,1,1,1,1,3
11.100,DESCENT,131.34,-4.53,130.72,1,1,1,1,1,3
11.120,DESCENT,131.22,-4.58,130.72,1,1,1,1,1,3
11.140,DESCENT,131.08,-4.66,130.29,1,1,1,1,1,3
11.160,DESCENT,130.94,-4.75,130.12,1,1,1,1,1,3
11.180,DESCENT,130.83,-4.79,130.42,1,1,1,1,1,3
11.200,DESCENT,130.70,-4.85,130.16,1,1,1,1,1,3
11.220,DESCENT,130.57,-4.90,130.10,1,1,1,1,1,3
11.240,DESCENT,130.45,-4.95,129.96,1,1,1,1,1,3
11.260,DESCENT,130.32,-4.99,129.91,1,1,1,1,1,3
11.280,DESCENT,130.20,-5.04,129.83,1,1,1,1,1,3
11.300,DESCENT,130.05,-5.12,129.32,1,1,1,1,1,3
11.320,DESCENT,129.94,-5.13,129.86,1,1,1,1,1,3
11.340,DESCENT,129.84,-5.13,129.84,1,1,1,1,1,3
11.360,DESCENT,129.71,-5.19,129.19,1,1,1,1,1,3
11.380,DESCENT,129.57,-5.24,129.13,1,1,1,1,1,3
11.400,DESCENT,129.45,-5.27,129.22,1,1,1,1,1,3
11.420,DESCENT,129.33,-5.29,129.11,1,1,1,1,1,3
11.440,DESCENT,129.20,-5.35,128.78,1,1,1,1,1,3
11.460,DESCENT,129.08,-5.36,128.94,1,1,1,1,1,3
11.480,DESCENT,128.96,-5.38,128.79,1,1,1,1,1,3
11.500,DESCENT,128.82,-5.46,128.23,1,1,1,1,1,3
11.520,DESCENT,128.72,-5.43,128.95,1,1,1,1,1,3
11.540,DESCENT,128.62,-5.42,128.72,1,1,1,1,1,3
11.560,DESCENT,128.51,-5.42,128.47,1,1,1,1,1,3
11.580,DESCENT,128.39,-5.44,128.20,1,1,1,1,1,3
11.600,DESCENT,128.28,-5.45,128.26,1,1,1,1,1,3
11.620,DESCENT,128.13,-5.51,127.64,1,1,1,1,1,3
11.640,DESCENT,128.01,-5.53,127.83,1,1,1,1,1,3
11.660,DESCENT,127.93,-5.49,128.27,1,1,1,1,1,3
11.680,DESCENT,127.83,-5.47,127.98,1,1,1,1,1,3
11.700,DESCENT,127.72,-5.47,127.72,1,1,1,1,1,3
11.720,DESCENT,127.61,-5.47,127.62,1,1,1,1,1,3
11.740,DESCENT,127.49,-5.48,127.37,1,1,1,1,1,3
11.760,DESCENT,127.37,-5.51,127.14,1,1,1,1,1,3
11.780,DESCENT,127.27,-5.49,127.42,1,1,1,1,1,3
11.800,DESCENT,127.13,-5.54,126.73,1,1,1,1,1,3
11.820,DESCENT,127.02,-5.53,127.13,1,1,1,1,1,3
11.840,DESCENT,126.91,-5.53,126.90,1,1,1,1,1,3
11.860,DESCENT,126.80,-5.53,126.78,1,1,1,1,1,3
11.880,DESCENT,126.67,-5.56,126.43,1,1,1,1,1,3
11.900,DESCENT,126.58,-5.52,126.89,1,1,1,1,1,3
11.920,DESCENT,126.49,-5.50,126.67,1,1,1,1,1,3
11.940,DESCENT,126.38,-5.49,126.49,1,1,1,1,1,3
11.960,DESCENT,126.24,-5.54,125.79,1,1,1,1,1,3
11.980,DESCENT,126.18,-5.47,126.79,1,1,1,1,1,3
12.000,DESCENT,126.07,-5.45,126.16,1,1,1,1,1,3
12.020,DESCENT,125.96,-5.46,125.89,1,1,1,1,1,3
12.040,DESCENT,125.85,-5.47,125.83,1,1,1,1,1,3
12.060,DESCENT,125.71,-5.51,125.31,1,1,1,1,1,3
12.080,DESCENT,125.61,-5.49,125.79,1,1,1,1,1,3
12.100,DESCENT,125.51,-5.48,125.64,1,1,1,1,1,3
12.120,DESCENT,125.40,-5.48,125.41,1,1,1,1,1,3
12.140,DESCENT,125.30,-5.46,125.47,1,1,1,1,1,3
12.160,DESCENT,125.18,-5.48,124.99,1,1,1,1,1,3
12.180,DESCENT,125.08,-5.46,125.20,1,1,1,1,1,3
12.200,DESCENT,124.98,-5.45,125.06,1,1,1,1,1,3
12.220,DESCENT,124.93,-5.35,125.77,1,1,1,1,1,3
12.240,DESCENT,124.85,-5.30,125.25,1,1,1,1,1,3
12.260,DESCENT,124.73,-5.33,124.48,1,1,1,1,1,3
12.280,DESCENT,124.64,-5.30,124.88,1,1,1,1,1,3
12.300,DESCENT,124.52,-5.32,124.37,1,1,1,1,1,3
12.320,DESCENT,124.44,-5.28,124.76,1,1,1,1,1,3
12.340,DESCENT,124.35,-5.25,124.56,1,1,1,1,1,3
12.360,DESCENT,124.24,-5.26,124.22,1,1,1,1,1,3
12.380,DESCENT,124.13,-5.27,124.04,1,1,1,1,1,3
12.400,DESCENT,124.03,-5.26,124.12,1,1,1,1,1,3
12.420,DESCENT,123.92,-5.27,123.80,1,1,1,1,1,3
12.440,DESCENT,123.82,-5.25,123.99,1,1,1,1,1,3
12.460,DESCENT,123.71,-5.26,123.61,1,1,1,1,1,3
12.480,DESCENT,123.63,-5.22,123.97,1,1,1,1,1,3
12.500,DESCENT,123.55,-5.18,123.88,1,1,1,1,1,3
12.520,DESCENT,123.42,-5.23,122.99,1,1,1,1,1,3
12.540,DESCENT,123.34,-5.18,123.80,1,1,1,1,1,3
12.560,DESCENT,123.23,-5.19,123.14,1,1,1,1,1,3
12.580,DESCENT,123.11,-5.22,122.88,1,1,1,1,1,3
12.600,DESCENT,123.02,-5.20,123.15,1,1,1,1,1,3
12.620,DESCENT,122.94,-5.16,123.28,1,1,1,1,1,3
12.640,DESCENT,122.83,-5.17,122.74,1,1,1,1,1,3
12.660,DESCENT,122.77,-5.08,123.44,1,1,1,1,1,3
12.680,DESCENT,122.70,-5.04,123.07,1,1,1,1,1,3
12.700,DESCENT,122.59,-5.05,122.54,1,1,1,1,1,3
12.720,DESCENT,122.50,-5.03,122.59,1,1,1,1,1,3
12.740,DESCENT,122.40,-5.03,122.40,1,1,1,1,1,3
12.760,DESCENT,122.29,-5.05,122.18,1,1,1,1,1,3
12.780,DESCENT,122.22,-4.99,122.65,1,1,1,1,1,3
12.800,DESCENT,122.15,-4.94,122.59,1,1,1,1,1,3
12.820,DESCENT,122.07,-4.91,122.30,1,1,1,1,1,3
12.840,DESCENT,121.97,-4.91,121.99,1,1,1,1,1,3
12.860,DESCENT,121.86,-4.93,121.69,1,1,1,1,1,3
12.880,DESCENT,121.78,-4.91,121.95,1,1,1,1,1,3
12.900,DESCENT,121.69,-4.89,121.83,1,1,1,1,1,3
12.920,DESCENT,121.58,-4.92,121.38,1,1,1,1,1,3
12.940,DESCENT,121.48,-4.91,121.54,1,1,1,1,1,3
12.960,DESCENT,121.41,-4.86,121.82,1,1,1,1,1,3
12.980,DESCENT,121.29,-4.90,120.96,1,1,1,1,1,3
13.000,DESCENT,121.16,-4.95,120.71,1,1,1,1,1,3
13.020,DESCENT,121.09,-4.92,121.40,1,1,1,1,1,3
13.040,DESCENT,120.99,-4.91,121.04,1,1,1,1,1,3
13.060,DESCENT,120.88,-4.93,120.76,1,1,1,1,1,3
13.080,DESCENT,120.79,-4.91,120.93,1,1,1,1,1,3
13.100,DESCENT,120.70,-4.91,120.68,1,1,1,1,1,3
13.120,DESCENT,120.59,-4.93,120.45,1,1,1,1,1,3
13.140,DESCENT,120.50,-4.91,120.67,1,1,1,1,1,3
13.160,DESCENT,120.43,-4.87,120.74,1,1,1,1,1,3
13.180,DESCENT,120.33,-4.87,120.28,1,1,1,1,1,3
13.200,DESCENT,120.20,-4.91,119.87,1,1,1,1,1,3
13.220,DESCENT,120.09,-4.94,119.85,1,1,1,1,1,3
13.240,DESCENT,119.99,-4.94,120.03,1,1,1,1,1,3
13.260,DESCENT,119.89,-4.94,119.84,1,1,1,1,1,3
13.280,DESCENT,119.79,-4.94,119.84,1,1,1,1,1,3
13.300,DESCENT,119.69,-4.95,119.60,1,1,1,1,1,3
13.320,DESCENT,119.59,-4.95,119.61,1,1,1,1,1,3
13.340,DESCENT,119.50,-4.94,119.55,1,1,1,1,1,3
13.360,DESCENT,119.41,-4.92,119.60,1,1,1,1,1,3
13.380,DESCENT,119.32,-4.90,119.43,1,1,1,1,1,3
13.400,DESCENT,119.23,-4.89,119.29,1,1,1,1,1,3
13.420,DESCENT,119.14,-4.88,119.23,1,1,1,1,1,3
13.440,DESCENT,119.03,-4.89,118.95,1,1,1,1,1,3
13.460,DESCENT,118.88,-4.99,118.10,1,1,1,1,1,3
13.480,DESCENT,118.78,-4.99,118.74,1,1,1,1,1,3
13.500,DESCENT,118.66,-5.02,118.44,1,1,1,1,1,3
13.520,DESCENT,118.54,-5.06,118.20,1,1,1,1,1,3
13.540,DESCENT,118.45,-5.03,118.68,1,1,1,1,1,3
13.560,DESCENT,118.40,-4.96,119.02,1,1,1,1,1,3
13.580,DESCENT,118.27,-5.00,117.89,1,1,1,1,1,3
13.600,DESCENT,118.18,-4.99,118.31,1,1,1,1,1,3
13.620,DESCENT,118.07,-5.01,117.93,1,1,1,1,1,3
13.640,DESCENT,117.98,-4.98,118.15,1,1,1,1,1,3
13.660,DESCENT,117.87,-5.00,117.75,1,1,1,1,1,3
13.680,DESCENT,117.77,-5.01,117.66,1,1,1,1,1,3
13.700,DESCENT,117.66,-5.03,117.51,1,1,1,1,1,3
13.720,DESCENT,117.55,-5.03,117.52,1,1,1,1,1,3
13.740,DESCENT,117.45,-5.04,117.39,1,1,1,1,1,3
13.760,DESCENT,117.36,-5.02,117.51,1,1,1,1,1,3
13.780,DESCENT,117.24,-5.05,117.04,1,1,1,1,1,3
13.800,DESCENT,117.17,-5.00,117.52,1,1,1,1,1,3
13.820,DESCENT,117.05,-5.03,116.87,1,1,1,1,1,3
13.840,DESCENT,116.98,-4.99,117.29,1,1,1,1,1,3
13.860,DESCENT,116.89,-4.97,117.01,1,1,1,1,1,3
13.880,DESCENT,116.77,-4.99,116.60,1,1,1,1,1,3
13.900,DESCENT,116.66,-5.02,116.48,1,1,1,1,1,3
13.920,DESCENT,116.60,-4.95,117.12,1,1,1,1,1,3
13.940,DESCENT,116.49,-4.96,116.40,1,1,1,1,1,3
13.960,DESCENT,116.41,-4.94,116.62,1,1,1,1,1,3
13.980,DESCENT,116.31,-4.93,116.35,1,1,1,1,1,3
14.000,DESCENT,116.20,-4.95,116.06,1,1,1,1,1,3
14.020,DESCENT,116.11,-4.94,116.21,1,1,1,1,1,3
14.040,DESCENT,116.04,-4.89,116.39,1,1,1,1,1,3
14.060,DESCENT,115.93,-4.91,115.77,1,1,1,1,1,3
14.080,DESCENT,115.82,-4.93,115.66,1,1,1,1,1,3
14.100,DESCENT,115.70,-4.97,115.35,1,1,1,1,1,3
14.120,DESCENT,115.56,-5.03,115.12,1,1,1,1,1,3
14.140,DESCENT,115.48,-5.00,115.73,1,1,1,1,1,3
14.160,DESCENT,115.38,-5.00,115.39,1,1,1,1,1,3
14.180,DESCENT,115.26,-5.04,114.91,1,1,1,1,1,3
14.200,DESCENT,115.16,-5.04,115.18,1,1,1,1,1,3
14.220,DESCENT,115.05,-5.05,114.95,1,1,1,1,1,3
14.240,DESCENT,114.94,-5.06,114.85,1,1,1,1,1,3
14.260,DESCENT,114.81,-5.11,114.43,1,1,1,1,1,3
14.280,DESCENT,114.71,-5.11,114.73,1,1,1,1,1,3
14.300,DESCENT,114.61,-5.11,114.59,1,1,1,1,1,3
14.320,DESCENT,114.53,-5.07,114.83,1,1,1,1,1,3
14.340,DESCENT,114.42,-5.09,114.26,1,1,1,1,1,3
14.360,DESCENT,114.37,-4.99,115.17,1,1,1,1,1,3
14.380,DESCENT,114.27,-4.99,114.30,1,1,1,1,1,3
14.400,DESCENT,114.17,-5.00,114.07,1,1,1,1,1,3
14.420,DESCENT,114.08,-4.98,114.24,1,1,1,1,1,3
14.440,DESCENT,113.98,-4.98,113.97,1,1,1,1,1,3
14.460,DESCENT,113.88,-4.98,113.90,1,1,1,1,1,3
14.480,DESCENT,113.79,-4.97,113.90,1,1,1,1,1,3
14.500,DESCENT,113.68,-4.98,113.57,1,1,1,1,1,3
14.520,DESCENT,113.58,-4.98,113.63,1,1,1,1,1,3
14.540,DESCENT,113.48,-4.98,113.42,1,1,1,1,1,3
14.560,DESCENT,113.38,-4.98,113.41,1,1,1,1,1,3
14.580,DESCENT,113.26,-5.02,112.92,1,1,1,1,1,3
14.600,DESCENT,113.17,-4.99,113.41,1,1,1,1,1,3
14.620,DESCENT,113.07,-5.00,112.97,1,1,1,1,1,3
14.640,DESCENT,112.98,-4.99,113.13,1,1,1,1,1,3
14.660,DESCENT,112.87,-5.01,112.70,1,1,1,1,1,3
14.680,DESCENT,112.76,-5.02,112.67,1,1,1,1,1,3
14.700,DESCENT,112.67,-5.00,112.84,1,1,1,1,1,3
14.720,DESCENT,112.58,-4.98,112.68,1,1,1,1,1,3
14.740,DESCENT,112.48,-4.98,112.49,1,1,1,1,1,3
14.760,DESCENT,112.36,-5.02,112.05,1,1,1,1,1,3
14.780,DESCENT,112.24,-5.05,112.02,1,1,1,1,1,3
14.800,DESCENT,112.13,-5.06,112.04,1,1,1,1,1,3
14.820,DESCENT,112.08,-4.98,112.77,1,1,1,1,1,3
14.840,DESCENT,112.00,-4.95,112.25,1,1,1,1,1,3
14.860,DESCENT,111.93,-4.90,112.28,1,1,1,1,1,3
14.880,DESCENT,111.83,-4.90,111.85,1,1,1,1,1,3
14.900,DESCENT,111.71,-4.93,111.46,1,1,1,1,1,3
14.920,DESCENT,111.60,-4.96,111.34,1,1,1,1,1,3
14.940,DESCENT,111.49,-4.97,111.42,1,1,1,1,1,3
14.960,DESCENT,111.42,-4.93,111.76,1,1,1,1,1,3
14.980,DESCENT,111.34,-4.90,111.59,1,1,1,1,1,3
15.000,DESCENT,111.24,-4.90,111.19,1,1,1,1,1,3
15.020,DESCENT,111.14,-4.89,111.23,1,1,1,1,1,3
15.040,DESCENT,111.01,-4.95,110.55,1,1,1,1,1,3
15.060,DESCENT,110.92,-4.94,110.99,1,1,1,1,1,3
15.080,DESCENT,110.82,-4.94,110.84,1,1,1,1,1,3
15.100,DESCENT,110.72,-4.95,110.61,1,1,1,1,1,3
15.120,DESCENT,110.61,-4.96,110.58,1,1,1,1,1,3
15.140,DESCENT,110.51,-4.97,110.41,1,1,1,1,1,3
15.160,DESCENT,110.40,-4.98,110.29,1,1,1,1,1,3
15.180,DESCENT,110.29,-4.99,110.21,1,1,1,1,1,3
15.200,DESCENT,110.19,-5.01,110.07,1,1,1,1,1,3
15.220,DESCENT,110.12,-4.94,110.64,1,1,1,1,1,3
15.240,DESCENT,110.03,-4.93,110.13,1,1,1,1,1,3
15.260,DESCENT,109.93,-4.93,109.92,1,1,1,1,1,3
15.280,DESCENT,109.84,-4.91,109.99,1,1,1,1,1,3
15.300,DESCENT,109.77,-4.87,110.13,1,1,1,1,1,3
15.320,DESCENT,109.68,-4.85,109.84,1,1,1,1,1,3
15.340,DESCENT,109.55,-4.92,108.97,1,1,1,1,1,3
15.360,DESCENT,109.41,-4.99,108.90,1,1,1,1,1,3
15.380,DESCENT,109.27,-5.05,108.73,1,1,1,1,1,3
15.400,DESCENT,109.18,-5.05,109.23,1,1,1,1,1,3
15.420,DESCENT,109.09,-5.02,109.30,1,1,1,1,1,3
15.440,DESCENT,108.97,-5.06,108.63,1,1,1,1,1,3
15.460,DESCENT,108.86,-5.07,108.80,1,1,1,1,1,3
15.480,DESCENT,108.74,-5.11,108.45,1,1,1,1,1,3
15.500,DESCENT,108.61,-5.15,108.27,1,1,1,1,1,3
15.520,DESCENT,108.51,-5.14,108.54,1,1,1,1,1,3
15.540,DESCENT,108.41,-5.14,108.46,1,1,1,1,1,3
15.560,DESCENT,108.35,-5.07,108.91,1,1,1,1,1,3
15.580,DESCENT,108.25,-5.07,108.27,1,1,1,1,1,3
15.600,DESCENT,108.14,-5.08,108.05,1,1,1,1,1,3
15.620,DESCENT,108.02,-5.11,107.78,1,1,1,1,1,3
15.640,DESCENT,107.91,-5.12,107.78,1,1,1,1,1,3
15.660,DESCENT,107.83,-5.09,108.10,1,1,1,1,1,3
15.680,DESCENT,107.72,-5.10,107.65,1,1,1,1,1,3
15.700,DESCENT,107.64,-5.06,107.95,1,1,1,1,1,3
15.720,DESCENT,107.55,-5.03,107.76,1,1,1,1,1,3
