seq,timestamp,data_source,flight_state,imu_accel_x,imu_accel_y,imu_accel_z,gyro_x,gyro_y,gyro_z,barometric_pressure,altitude,vertical_velocity,temperature,latitude,longitude,gps_altitude,gps_fix,gps_satellites,battery_voltage,separation_detected,quality_flags,crc16
550,11.000000,SYNTHETIC,DESCENT,9.201,0.065,3.541,-0.161,-0.026,14.791,,,-4.25,23.16,0.0000652,0.0001279,131.7,3,9,4.090,1,4,8B52
551,11.020000,SYNTHETIC,DESCENT,9.139,-0.021,3.625,-0.119,-0.007,13.721,99758.0,131.30,-4.30,,,,,,,,1,0,1C66
552,11.040000,SYNTHETIC,DESCENT,9.057,-0.012,3.695,-0.066,0.016,12.578,99759.0,131.21,-4.34,,,,,,,,1,0,4A58
553,11.060000,SYNTHETIC,DESCENT,8.963,-0.058,3.872,-0.025,-0.056,11.327,99760.3,131.10,-4.38,,,,,,,,1,0,FCF4
554,11.080000,SYNTHETIC,DESCENT,8.951,0.113,3.943,0.004,-0.149,10.298,99767.9,130.46,-4.48,,,,,,,,1,0,8082
555,11.100000,SYNTHETIC,DESCENT,8.893,-0.013,4.030,0.114,0.040,9.079,99764.9,130.72,-4.53,,,,,,,,1,0,0957
556,11.120000,SYNTHETIC,DESCENT,8.926,0.084,4.113,-0.045,0.043,8.089,99764.9,130.72,-4.58,,,,,,,,1,0,DAA5
557,11.140000,SYNTHETIC,DESCENT,8.758,0.004,4.255,-0.069,0.147,6.928,99769.9,130.29,-4.66,,,,,,,,1,0,79DB
558,11.160000,SYNTHETIC,DESCENT,8.647,-0.020,4.423,0.068,-0.077,5.638,99772.0,130.12,-4.75,,,,,,,,1,0,070E
559,11.180000,SYNTHETIC,DESCENT,8.703,-0.031,4.502,-0.115,-0.062,4.496,99768.4,130.42,-4.79,,,,,,,,1,0,4B1F
560,11.200000,SYNTHETIC,DESCENT,8.692,0.025,4.654,-0.023,-0.056,3.112,99771.5,130.16,-4.85,,,,,,,,1,0,90D2
561,11.220000,SYNTHETIC,DESCENT,8.584,0.047,4.736,0.148,-0.141,1.838,99772.2,130.10,-4.90,,,,,,,,1,0,4276
562,11.240000,SYNTHETIC,DESCENT,8.584,-0.100,4.924,-0.211,0.080,0.727,99773.8,129.96,-4.95,,,,,,,,1,0,DDF9
563,11.260000,SYNTHETIC,DESCENT,8.431,-0.013,4.993,-0.046,0.043,-0.563,99774.4,129.91,-4.99,,,,,,,,1,0,E9F9
564,11.280000,SYNTHETIC,DESCENT,8.324,-0.004,5.045,-0.174,0.240,-1.871,99775.4,129.83,-5.04,,,,,,,,1,0,F45A
565,11.300000,SYNTHETIC,DESCENT,8.230,0.013,5.209,-0.037,0.064,-3.294,99781.4,129.32,-5.12,,,,,,,,1,0,7D36
566,11.320000,SYNTHETIC,DESCENT,8.281,-0.061,5.290,-0.027,-0.018,-4.199,99775.0,129.86,-5.13,,,,,,,,1,0,FA7B
567,11.340000,SYNTHETIC,DESCENT,8.181,0.070,5.363,0.026,0.018,-5.589,99775.3,129.84,-5.13,,,,,,,,1,0,1505
568,11.360000,SYNTHETIC,DESCENT,8.119,-0.011,5.463,-0.008,-0.122,-6.625,99783.0,129.19,-5.19,,,,,,,,1,0,23AA
569,11.380000,SYNTHETIC,DESCENT,8.015,-0.019,5.709,0.203,-0.038,-8.000,99783.7,129.13,-5.24,,,,,,,,1,0,FAB3
570,11.400000,SYNTHETIC,DESCENT,7.969,-0.008,5.686,-0.169,-0.143,-9.216,99782.6,129.22,-5.27,,,,,,,,1,0,72F6
571,11.420000,SYNTHETIC,DESCENT,7.960,-0.068,5.820,0.011,0.139,-10.568,99783.9,129.11,-5.29,,,,,,,,1,0,E704
572,11.440000,SYNTHETIC,DESCENT,7.724,0.097,5.919,-0.107,0.186,-11.611,99787.9,128.78,-5.35,,,,,,,,1,0,DB0D
573,11.460000,SYNTHETIC,DESCENT,7.774,0.053,5.871,-0.055,0.040,-12.550,99786.0,128.94,-5.36,,,,,,,,1,0,CFF7
574,11.480000,SYNTHETIC,DESCENT,7.795,-0.031,6.102,-0.129,-0.020,-13.660,99787.7,128.79,-5.38,,,,,,,,1,0,EB02
575,11.500000,SYNTHETIC,DESCENT,7.675,0.104,6.122,-0.025,0.156,-14.674,99794.4,128.23,-5.46,,,,,,,,1,0,ECA5
576,11.520000,SYNTHETIC,DESCENT,7.590,0.004,6.180,-0.040,0.097,-15.611,99785.8,128.95,-5.43,,,,,,,,1,0,4582
577,11.540000,SYNTHETIC,DESCENT,7.504,-0.080,6.333,0.095,-0.163,-16.602,99788.6,128.72,-5.42,,,,,,,,1,0,8A61
578,11.560000,SYNTHETIC,DESCENT,7.517,0.038,6.422,-0.017,0.063,-17.435,99791.5,128.47,-5.42,,,,,,,,1,0,8594
579,11.580000,SYNTHETIC,DESCENT,7.466,-0.002,6.460,0.098,0.144,-18.461,99794.8,128.20,-5.44,,,,,,,,1,0,5FE7
580,11.600000,SYNTHETIC,DESCENT,7.271,0.004,6.485,0.021,-0.111,-19.195,99794.0,128.26,-5.45,,,,,,,,1,0,5E90
581,11.620000,SYNTHETIC,DESCENT,7.308,-0.003,6.570,-0.047,-0.021,-19.913,99801.4,127.64,-5.51,,,,,,,,1,0,6A9E
582,11.640000,SYNTHETIC,DESCENT,7.173,0.010,6.596,0.179,-0.191,-20.726,99799.1,127.83,-5.53,,,,,,,,1,0,2A3F
583,11.660000,SYNTHETIC,DESCENT,7.112,-0.005,6.739,0.078,0.126,-21.500,99793.9,128.27,-5.49,,,,,,,,1,0,38B6
584,11.680000,SYNTHETIC,DESCENT,7.183,0.015,6.763,-0.118,0.017,-21.966,99797.4,127.98,-5.47,,,,,,,,1,0,11CD
585,11.700000,SYNTHETIC,DESCENT,7.089,-0.077,6.813,0.083,-0.068,-22.686,99800.4,127.72,-5.47,,,,,,,,1,0,CC68
586,11.720000,SYNTHETIC,DESCENT,7.111,0.032,6.805,-0.007,-0.015,-23.116,99801.6,127.62,-5.47,,,,,,,,1,0,67B2
587,11.740000,SYNTHETIC,DESCENT,7.105,-0.116,6.834,-0.020,-0.004,-23.519,99804.6,127.37,-5.48,,,,,,,,1,0,299F
588,11.760000,SYNTHETIC,DESCENT,7.083,0.013,6.848,-0.017,0.025,-24.074,99807.3,127.14,-5.51,,,,,,,,1,0,40FA
589,11.780000,SYNTHETIC,DESCENT,7.099,-0.023,6.890,0.055,0.085,-24.230,99804.0,127.42,-5.49,,,,,,,,1,0,FE0C
590,11.800000,SYNTHETIC,DESCENT,7.032,0.018,6.889,-0.057,0.101,-24.534,99812.2,126.73,-5.54,,,,,,,,1,0,A7AD
591,11.820000,SYNTHETIC,DESCENT,6.905,-0.097,6.977,-0.015,-0.054,-24.713,99807.4,127.13,-5.53,,,,,,,,1,0,B50B
592,11.840000,SYNTHETIC,DESCENT,6.927,0.012,6.914,0.063,-0.065,-24.855,99810.2,126.90,-5.53,,,,,,,,1,0,1827
593,11.860000,SYNTHETIC,DESCENT,6.959,-0.018,6.897,0.020,0.084,-25.153,99811.6,126.78,-5.53,,,,,,,,1,0,EA79
594,11.880000,SYNTHETIC,DESCENT,6.910,0.038,6.976,-0.137,0.006,-25.092,99815.7,126.43,-5.56,,,,,,,,1,0,D201
595,11.900000,SYNTHETIC,DESCENT,6.918,-0.097,6.907,0.004,0.054,-24.990,99810.3,126.89,-5.52,,,,,,,,1,0,9417
596,11.920000,SYNTHETIC,DESCENT,6.931,-0.085,6.903,-0.075,-0.189,-24.908,99812.9,126.67,-5.50,,,,,,,,1,0,5641
597,11.940000,SYNTHETIC,DESCENT,6.863,0.056,6.909,0.166,-0.137,-24.708,99815.0,126.49,-5.49,,,,,,,,1,0,70F9
598,11.960000,SYNTHETIC,DESCENT,6.967,-0.065,6.892,0.128,-0.179,-24.495,99823.3,125.79,-5.54,,,,,,,,1,0,546C
599,11.980000,SYNTHETIC,DESCENT,7.073,0.001,6.842,0.163,0.067,-24.206,99811.5,126.79,-5.47,,,,,,,,1,0,8475
600,12.000000,SYNTHETIC,DESCENT,6.955,-0.025,6.839,0.009,-0.153,-23.900,99818.9,126.16,-5.45,23.16,0.0000387,0.0001195,125.7,3,9,4.098,1,0,0008
601,12.020000,SYNTHETIC,DESCENT,7.002,0.032,6.793,0.123,-0.006,-23.350,99822.2,125.89,-5.46,,,,,,,,1,0,DB55
602,12.040000,SYNTHETIC,DESCENT,7.058,0.022,6.722,0.103,0.054,-22.821,99822.9,125.83,-5.47,,,,,,,,1,0,2600
603,12.060000,SYNTHETIC,DESCENT,7.072,-0.043,6.751,0.162,0.146,-22.271,99829.0,125.31,-5.51,,,,,,,,1,0,6F2D
604,12.080000,SYNTHETIC,DESCENT,7.250,-0.029,6.765,-0.012,-0.039,-21.637,99823.4,125.79,-5.49,,,,,,,,1,0,E3A5
605,12.100000,SYNTHETIC,DESCENT,7.249,-0.037,6.693,-0.244,-0.018,-21.171,99825.1,125.64,-5.48,,,,,,,,1,0,33C5
606,12.120000,SYNTHETIC,DESCENT,7.237,-0.010,6.637,0.147,-0.044,-20.419,99827.9,125.41,-5.48,,,,,,,,1,0,5097
607,12.140000,SYNTHETIC,DESCENT,7.293,-0.037,6.569,-0.044,0.110,-19.627,99827.1,125.47,-5.46,,,,,,,,1,0,001F
608,12.160000,SYNTHETIC,DESCENT,7.407,-0.064,6.415,0.205,0.050,-18.883,99832.8,124.99,-5.48,,,,,,,,1,0,B493
609,12.180000,SYNTHETIC,DESCENT,7.448,-0.105,6.349,0.070,0.005,-17.938,99830.3,125.20,-5.46,,,,,,,,1,0,61C2
610,12.200000,SYNTHETIC,DESCENT,7.413,-0.019,6.372,0.189,-0.019,-17.175,99832.0,125.06,-5.45,,,,,,,,1,0,B20D
611,12.220000,SYNTHETIC,DESCENT,7.576,-0.084,6.354,0.071,0.086,-16.132,99823.6,125.77,-5.35,,,,,,,,1,0,8DD8
612,12.240000,SYNTHETIC,DESCENT,7.662,-0.013,6.217,-0.036,0.057,-15.308,99829.8,125.25,-5.30,,,,,,,,1,0,CB7C
613,12.260000,SYNTHETIC,DESCENT,7.684,-0.114,6.079,-0.199,-0.071,-14.156,99838.9,124.48,-5.33,,,,,,,,1,0,56B0
614,12.280000,SYNTHETIC,DESCENT,7.686,0.018,5.964,-0.035,0.238,-13.071,99834.1,124.88,-5.30,,,,,,,,1,0,0EC6
615,12.300000,SYNTHETIC,DESCENT,7.797,-0.030,5.989,0.143,-0.175,-12.084,99840.2,124.37,-5.32,,,,,,,,1,0,3B4A
616,12.320000,SYNTHETIC,DESCENT,7.878,0.067,5.871,0.027,0.146,-10.942,99835.6,124.76,-5.28,,,,,,,,1,0,00F8
617,12.340000,SYNTHETIC,DESCENT,7.934,-0.076,5.633,-0.168,-0.015,-9.727,99837.9,124.56,-5.25,,,,,,,,1,0,CD11
618,12.360000,SYNTHETIC,DESCENT,7.927,0.054,5.674,0.073,0.053,-8.652,99842.0,124.22,-5.26,,,,,,,,1,0,CC5E
619,12.380000,SYNTHETIC,DESCENT,8.084,0.001,5.591,-0.064,-0.001,-7.471,99844.1,124.04,-5.27,,,,,,,,1,0,78E8
620,12.400000,SYNTHETIC,DESCENT,8.202,-0.010,5.466,0.111,0.102,-6.016,99843.2,124.12,-5.26,,,,,,,,1,0,E423
621,12.420000,SYNTHETIC,DESCENT,8.278,-0.035,5.382,0.021,-0.113,-5.000,99847.0,123.80,-5.27,,,,,,,,1,0,5709
622,12.440000,SYNTHETIC,DESCENT,8.284,-0.063,5.272,0.079,-0.230,-3.811,99844.7,123.99,-5.25,,,,,,,,1,0,F99F
623,12.460000,SYNTHETIC,DESCENT,8.372,-0.037,5.205,0.039,-0.026,-2.352,99849.2,123.61,-5.26,,,,,,,,1,0,0BD0
624,12.480000,SYNTHETIC,DESCENT,8.491,-0.069,4.986,-0.006,-0.048,-1.169,99844.9,123.97,-5.22,,,,,,,,1,0,C17A
625,12.500000,SYNTHETIC,DESCENT,8.500,-0.018,4.923,-0.051,-0.150,-0.054,99846.0,123.88,-5.18,,,,,,,,1,0,FCF5
626,12.520000,SYNTHETIC,DESCENT,8.574,0.041,4.813,-0.180,-0.049,1.222,99856.6,122.99,-5.23,,,,,,,,1,0,4FA6
627,12.540000,SYNTHETIC,DESCENT,8.557,0.012,4.739,-0.209,0.108,2.490,99847.0,123.80,-5.18,,,,,,,,1,0,5FAE
628,12.560000,SYNTHETIC,DESCENT,8.680,-0.003,4.574,-0.334,0.053,3.816,99854.8,123.14,-5.19,,,,,,,,1,0,96BA
629,12.580000,SYNTHETIC,DESCENT,8.831,-0.021,4.407,-0.025,0.056,5.121,99857.9,122.88,-5.22,,,,,,,,1,0,748E
630,12.600000,SYNTHETIC,DESCENT,8.702,-0.031,4.375,0.069,-0.217,6.299,99854.7,123.15,-5.20,,,,,,,,1,0,47A5
631,12.620000,SYNTHETIC,DESCENT,8.747,0.073,4.236,-0.041,0.239,7.300,99853.1,123.28,-5.16,,,,,,,,1,0,9A3B
632,12.640000,SYNTHETIC,DESCENT,8.926,0.055,4.150,-0.007,0.105,8.565,99859.5,122.74,-5.17,,,,,,,,1,0,4361
633,12.660000,SYNTHETIC,DESCENT,9.017,-0.077,4.018,-0.147,0.180,9.741,99851.2,123.44,-5.08,,,,,,,,1,0,BC6E
634,12.680000,SYNTHETIC,DESCENT,9.056,-0.002,3.913,0.057,0.110,11.107,99855.6,123.07,-5.04,,,,,,,,1,0,5478
635,12.700000,SYNTHETIC,DESCENT,8.988,-0.059,3.745,0.193,0.054,11.874,99861.9,122.54,-5.05,,,,,,,,1,0,BE8B
636,12.720000,SYNTHETIC,DESCENT,9.168,0.032,3.685,-0.117,0.166,13.118,99861.3,122.59,-5.03,,,,,,,,1,0,1EDB
637,12.740000,SYNTHETIC,DESCENT,9.054,0.039,3.600,0.139,-0.042,14.081,99863.6,122.40,-5.03,,,,,,,,1,0,3C20
638,12.760000,SYNTHETIC,DESCENT,9.194,-0.021,3.502,0.016,-0.076,15.206,99866.2,122.18,-5.05,,,,,,,,1,0,F7DB
639,12.780000,SYNTHETIC,DESCENT,9.159,0.015,3.438,-0.052,-0.002,16.233,99860.6,122.65,-4.99,,,,,,,,1,0,E3EA
640,12.800000,SYNTHETIC,DESCENT,9.224,0.038,3.326,0.101,0.015,17.217,99861.3,122.59,-4.94,,,,,,,,1,0,6421
641,12.820000,SYNTHETIC,DESCENT,9.202,0.081,3.346,-0.052,0.146,18.112,99864.8,122.30,-4.91,,,,,,,,1,0,0C77
642,12.840000,SYNTHETIC,DESCENT,9.271,0.076,3.006,0.124,-0.076,18.744,99868.4,121.99,-4.91,,,,,,,,1,0,C8F1
643,12.860000,SYNTHETIC,DESCENT,9.266,-0.137,3.073,-0.102,0.204,19.656,99872.0,121.69,-4.93,,,,,,,,1,0,B145
644,12.880000,SYNTHETIC,DESCENT,9.358,0.004,3.115,-0.062,-0.070,20.401,99868.9,121.95,-4.91,,,,,,,,1,0,8E13
645,12.900000,SYNTHETIC,DESCENT,9.373,0.069,2.890,0.030,0.005,21.130,99870.4,121.83,-4.89,,,,,,,,1,0,416E
646,12.920000,SYNTHETIC,DESCENT,9.348,-0.088,2.898,0.147,-0.219,21.801,99875.7,121.38,-4.92,,,,,,,,1,0,A838
647,12.940000,SYNTHETIC,DESCENT,9.441,0.010,2.736,-0.100,-0.068,22.450,99873.8,121.54,-4.91,,,,,,,,1,0,378C
648,12.960000,SYNTHETIC,DESCENT,9.429,0.049,2.719,-0.202,-0.151,22.782,99870.5,121.82,-4.86,,,,,,,,1,0,D35C
649,12.980000,SYNTHETIC,DESCENT,9.446,-0.029,2.760,0.043,-0.025,23.368,99880.7,120.96,-4.90,,,,,,,,1,0,8380
650,13.000000,SYNTHETIC,DESCENT,9.482,0.011,2.619,0.014,0.039,23.827,99883.6,120.71,-4.95,23.08,0.0000756,0.0001498,119.7,3,9,4.092,1,0,71AD
651,13.020000,SYNTHETIC,DESCENT,9.386,-0.015,2.664,0.077,-0.135,24.022,99875.5,121.40,-4.92,,,,,,,,1,0,56EA
652,13.040000,SYNTHETIC,DESCENT,9.367,-0.064,2.580,-0.168,-0.030,24.513,99879.7,121.04,-4.91,,,,,,,,1,0,03D4
653,13.060000,SYNTHETIC,DESCENT,9.398,0.020,2.598,-0.111,-0.248,24.921,99883.1,120.76,-4.93,,,,,,,,1,0,9248
654,13.080000,SYNTHETIC,DESCENT,9.511,-0.003,2.583,0.064,0.044,24.833,99881.0,120.93,-4.91,,,,,,,,1,0,95E5
655,13.100000,SYNTHETIC,DESCENT,9.345,0.103,2.572,-0.198,-0.081,24.942,99884.0,120.68,-4.91,,,,,,,,1,0,3475
656,13.120000,SYNTHETIC,DESCENT,9.485,-0.031,2.584,0.063,-0.118,24.838,99886.7,120.45,-4.93,,,,,,,,1,0,2B35
657,13.140000,SYNTHETIC,DESCENT,9.420,0.024,2.554,0.036,0.124,25.040,99884.1,120.67,-4.91,,,,,,,,1,0,5748
658,13.160000,SYNTHETIC,DESCENT,9.499,-0.017,2.508,-0.167,0.054,24.874,99883.3,120.74,-4.87,,,,,,,,1,0,9C33
659,13.180000,SYNTHETIC,DESCENT,9.519,-0.066,2.533,0.056,0.234,24.827,99888.7,120.28,-4.87,,,,,,,,1,0,75C1
660,13.200000,SYNTHETIC,DESCENT,9.422,-0.082,2.619,0.047,-0.011,24.481,99893.6,119.87,-4.91,,,,,,,,1,0,E99D
661,13.220000,SYNTHETIC,DESCENT,9.459,0.027,2.700,-0.054,-0.149,24.320,99893.9,119.85,-4.94,,,,,,,,1,0,3FA5
662,13.240000,SYNTHETIC,DESCENT,9.453,0.034,2.618,0.048,0.059,23.877,99891.7,120.03,-4.94,,,,,,,,1,0,1110
663,13.260000,SYNTHETIC,DESCENT,9.516,-0.003,2.625,-0.021,-0.088,23.627,99894.0,119.84,-4.94,,,,,,,,1,0,7071
664,13.280000,SYNTHETIC,DESCENT,9.425,0.036,2.677,0.022,-0.038,23.133,99894.0,119.84,-4.94,,,,,,,,1,0,CB41
665,13.300000,SYNTHETIC,DESCENT,9.433,0.094,2.708,-0.044,0.215,22.687,99896.8,119.60,-4.95,,,,,,,,1,0,5C44
666,13.320000,SYNTHETIC,DESCENT,9.424,0.040,2.815,-0.026,0.204,22.130,99896.7,119.61,-4.95,,,,,,,,1,0,903F
667,13.340000,SYNTHETIC,DESCENT,9.291,-0.019,2.989,-0.031,0.080,21.347,99897.4,119.55,-4.94,,,,,,,,1,0,4926
668,13.360000,SYNTHETIC,DESCENT,9.328,-0.023,2.922,0.075,0.152,20.713,99896.8,119.60,-4.92,,,,,,,,1,0,7AA9
669,13.380000,SYNTHETIC,DESCENT,9.295,-0.091,2.974,-0.137,-0.010,20.028,99898.8,119.43,-4.90,,,,,,,,1,0,380A
670,13.400000,SYNTHETIC,DESCENT,9.448,-0.043,3.062,-0.013,0.154,19.246,99900.5,119.29,-4.89,,,,,,,,1,0,FF8D
671,13.420000,SYNTHETIC,DESCENT,9.286,0.016,3.156,-0.009,0.073,18.362,99901.2,119.23,-4.88,,,,,,,,1,0,BD53
672,13.440000,SYNTHETIC,DESCENT,9.205,0.046,3.296,-0.094,-0.058,17.636,99904.6,118.95,-4.89,,,,,,,,1,0,9CD6
673,13.460000,SYNTHETIC,DESCENT,9.216,-0.013,3.354,-0.064,0.055,16.723,99914.6,118.10,-4.99,,,,,,,,1,0,AEDE
674,13.480000,SYNTHETIC,DESCENT,9.124,-0.171,3.416,0.025,0.104,15.621,99907.0,118.74,-4.99,,,,,,,,1,0,6871
675,13.500000,SYNTHETIC,DESCENT,9.142,-0.017,3.519,-0.030,-0.123,14.730,99910.6,118.44,-5.02,,,,,,,,1,0,AD0C
676,13.520000,SYNTHETIC,DESCENT,8.998,0.067,3.715,-0.105,0.057,13.778,99913.4,118.20,-5.06,,,,,,,,1,0,39EA
677,13.540000,SYNTHETIC,DESCENT,9.180,-0.035,3.770,-0.121,-0.013,12.553,99907.7,118.68,-5.03,,,,,,,,1,0,9F7C
678,13.560000,SYNTHETIC,DESCENT,8.993,-0.041,3.851,-0.113,0.047,11.461,99903.7,119.02,-4.96,,,,,,,,1,0,BDEE
679,13.580000,SYNTHETIC,DESCENT,8.989,0.020,3.951,-0.044,-0.009,10.366,99917.2,117.89,-5.00,,,,,,,,1,0,1F8F
680,13.600000,SYNTHETIC,DESCENT,8.922,0.048,4.152,-0.033,0.071,9.149,99912.1,118.31,-4.99,,,,,,,,1,0,23A5
681,13.620000,SYNTHETIC,DESCENT,8.884,0.043,4.156,-0.087,0.119,8.008,99916.7,117.93,-5.01,,,,,,,,1,0,058D
682,13.640000,SYNTHETIC,DESCENT,8.821,0.067,4.302,-0.097,0.113,6.802,99914.0,118.15,-4.98,,,,,,,,1,0,95B9
683,13.660000,SYNTHETIC,DESCENT,8.753,0.007,4.456,-0.137,0.059,5.589,99918.8,117.75,-5.00,,,,,,,,1,0,9C78
684,13.680000,SYNTHETIC,DESCENT,8.814,-0.015,4.463,-0.114,-0.110,4.603,99919.9,117.66,-5.01,,,,,,,,1,0,2072
685,13.700000,SYNTHETIC,DESCENT,8.693,0.057,4.622,-0.165,0.024,3.095,99921.6,117.51,-5.03,,,,,,,,1,0,8CEC
686,13.720000,SYNTHETIC,DESCENT,8.608,0.029,4.671,0.210,0.008,1.861,99921.5,117.52,-5.03,,,,,,,,1,0,FBE8
687,13.740000,SYNTHETIC,DESCENT,8.583,-0.054,4.717,0.051,-0.077,0.640,99923.1,117.39,-5.04,,,,,,,,1,0,9496
688,13.760000,SYNTHETIC,DESCENT,8.407,-0.037,5.025,-0.088,0.198,-0.607,99921.6,117.51,-5.02,,,,,,,,1,0,7BF6
689,13.780000,SYNTHETIC,DESCENT,8.406,-0.014,5.138,0.121,-0.249,-1.945,99927.2,117.04,-5.05,,,,,,,,1,0,7B64
690,13.800000,SYNTHETIC,DESCENT,8.273,0.048,5.102,-0.068,0.007,-2.968,99921.5,117.52,-5.00,,,,,,,,1,0,2890
691,13.820000,SYNTHETIC,DESCENT,8.219,0.107,5.332,0.092,-0.039,-4.480,99929.3,116.87,-5.03,,,,,,,,1,0,F780
692,13.840000,SYNTHETIC,DESCENT,8.226,-0.005,5.380,0.020,0.135,-5.614,99924.3,117.29,-4.99,,,,,,,,1,0,A07E
693,13.860000,SYNTHETIC,DESCENT,8.164,0.106,5.466,0.223,-0.104,-6.787,99927.6,117.01,-4.97,,,,,,,,1,0,EC74
694,13.880000,SYNTHETIC,DESCENT,8.050,-0.001,5.644,0.086,0.040,-8.018,99932.5,116.60,-4.99,,,,,,,,1,0,01C4
695,13.900000,SYNTHETIC,DESCENT,7.977,-0.052,5.693,0.257,0.086,-9.021,99933.9,116.48,-5.02,,,,,,,,1,0,6BAB
696,13.920000,SYNTHETIC,DESCENT,7.988,0.034,5.797,-0.115,-0.032,-10.293,99926.3,117.12,-4.95,,,,,,,,1,0,2621
697,13.940000,SYNTHETIC,DESCENT,7.816,0.084,5.818,0.018,0.237,-11.444,99934.8,116.40,-4.96,,,,,,,,1,0,77BF
698,13.960000,SYNTHETIC,DESCENT,7.801,-0.025,5.931,0.140,0.100,-12.553,99932.2,116.62,-4.94,,,,,,,,1,0,4D8E
699,13.980000,SYNTHETIC,DESCENT,7.715,0.037,6.052,-0.037,0.207,-13.658,99935.4,116.35,-4.93,,,,,,,,1,0,15F0
700,14.000000,SYNTHETIC,DESCENT,7.589,0.013,6.142,-0.207,0.005,-14.634,99938.9,116.06,-4.95,22.97,0.0000676,0.0001841,110.5,3,9,4.089,1,0,9098
701,14.020000,SYNTHETIC,DESCENT,7.571,0.012,6.251,0.023,-0.038,-15.586,99937.1,116.21,-4.94,,,,,,,,1,0,C2E4
702,14.040000,SYNTHETIC,DESCENT,7.525,-0.052,6.229,0.057,0.000,-16.670,99935.0,116.39,-4.89,,,,,,,,1,0,A74F
703,14.060000,SYNTHETIC,DESCENT,7.410,0.061,6.309,-0.014,-0.082,-17.506,99942.3,115.77,-4.91,,,,,,,,1,0,6EB3
704,14.080000,SYNTHETIC,DESCENT,7.434,0.001,6.448,0.111,-0.069,-18.257,99943.6,115.66,-4.93,,,,,,,,1,0,C2EA
705,14.100000,SYNTHETIC,DESCENT,7.427,0.073,6.542,0.133,-0.089,-19.262,99947.3,115.35,-4.97,,,,,,,,1,0,CF70
706,14.120000,SYNTHETIC,DESCENT,7.221,-0.060,6.605,0.064,0.156,-20.091,99950.1,115.12,-5.03,,,,,,,,1,0,243E
707,14.140000,SYNTHETIC,DESCENT,7.342,-0.003,6.609,-0.124,-0.092,-20.827,99942.8,115.73,-5.00,,,,,,,,1,0,B7DE
708,14.160000,SYNTHETIC,DESCENT,7.170,0.020,6.714,0.209,0.007,-21.266,99946.8,115.39,-5.00,,,,,,,,1,0,8418
709,14.180000,SYNTHETIC,DESCENT,7.193,0.058,6.792,-0.034,0.157,-21.952,99952.6,114.91,-5.04,,,,,,,,1,0,7F28
710,14.200000,SYNTHETIC,DESCENT,7.181,0.002,6.820,0.088,0.090,-22.738,99949.3,115.18,-5.04,,,,,,,,1,0,97EE
711,14.220000,SYNTHETIC,DESCENT,6.977,0.012,6.802,0.034,-0.043,-23.290,99952.1,114.95,-5.05,,,,,,,,1,0,A9EA
712,14.240000,SYNTHETIC,DESCENT,6.999,-0.014,6.936,-0.129,0.060,-23.426,99953.2,114.85,-5.06,,,,,,,,1,0,97A1
713,14.260000,SYNTHETIC,DESCENT,7.000,0.046,6.963,0.044,-0.005,-23.889,99958.2,114.43,-5.11,,,,,,,,1,0,1B5E
714,14.280000,SYNTHETIC,DESCENT,7.066,0.028,6.828,0.101,-0.043,-24.174,99954.7,114.73,-5.11,,,,,,,,1,0,A09F
715,14.300000,SYNTHETIC,DESCENT,6.895,0.044,6.869,0.033,0.046,-24.496,99956.4,114.59,-5.11,,,,,,,,1,0,CE1B
716,14.320000,SYNTHETIC,DESCENT,6.863,-0.045,6.948,0.093,0.062,-24.750,99953.5,114.83,-5.07,,,,,,,,1,0,E873
717,14.340000,SYNTHETIC,DESCENT,6.979,0.035,6.965,0.076,-0.055,-24.957,99960.3,114.26,-5.09,,,,,,,,1,0,D92C
718,14.360000,SYNTHETIC,DESCENT,6.973,0.018,6.864,-0.001,0.057,-24.925,99949.4,115.17,-4.99,,,,,,,,1,0,C887
719,14.380000,SYNTHETIC,DESCENT,6.904,0.040,6.839,0.064,-0.031,-25.064,99959.8,114.30,-4.99,,,,,,,,1,0,BF58
720,14.400000,SYNTHETIC,DESCENT,6.936,-0.036,6.884,-0.018,0.085,-24.873,99962.5,114.07,-5.00,,,,,,,,1,0,4AC3
721,14.420000,SYNTHETIC,DESCENT,6.934,0.011,6.878,0.073,0.133,-24.945,99960.5,114.24,-4.98,,,,,,,,1,0,CCFC
722,14.440000,SYNTHETIC,DESCENT,6.946,-0.057,6.925,0.047,-0.011,-24.562,99963.7,113.97,-4.98,,,,,,,,1,0,E727
723,14.460000,SYNTHETIC,DESCENT,7.003,-0.027,6.960,-0.080,0.047,-24.344,99964.6,113.90,-4.98,,,,,,,,1,0,EB16
724,14.480000,SYNTHETIC,DESCENT,7.088,0.062,6.835,0.121,-0.135,-24.317,99964.6,113.90,-4.97,,,,,,,,1,0,9A71
725,14.500000,SYNTHETIC,DESCENT,6.994,0.078,6.867,-0.026,0.038,-23.937,99968.5,113.57,-4.98,,,,,,,,1,0,AF66
726,14.520000,SYNTHETIC,DESCENT,7.067,0.058,6.876,0.153,0.076,-23.270,99967.7,113.63,-4.98,,,,,,,,1,0,5276
727,14.540000,SYNTHETIC,DESCENT,7.154,-0.035,6.763,0.027,0.090,-22.895,99970.2,113.42,-4.98,,,,,,,,1,0,D4FC
