timestamp,data_source,imu_accel_x,imu_accel_y,imu_accel_z,gyro_x,gyro_y,gyro_z,barometric_pressure,latitude,longitude,gps_altitude,gps_fix,gps_satellites,temperature,battery_voltage,separation_detected
5.120,SYNTHETIC,0.538,0.036,54.754,0.073,-0.177,-0.098,101326.8,,,,,,,,0
5.140,SYNTHETIC,-0.219,-0.039,54.548,-0.117,-0.094,-0.109,101320.1,,,,,,,,0
5.160,SYNTHETIC,0.693,-0.082,55.728,0.039,-0.139,0.023,101320.5,,,,,,,,0
5.180,SYNTHETIC,-0.564,-0.625,54.019,-0.111,-0.216,0.032,101318.7,,,,,,,,0
5.200,SYNTHETIC,-0.419,-0.176,54.949,-0.115,-0.142,-0.088,101315.8,,,,,,,,0
5.220,SYNTHETIC,-0.045,-0.388,55.200,-0.094,-0.040,0.156,101310.4,,,,,,,,0
5.240,SYNTHETIC,0.655,0.847,54.691,-0.015,-0.120,-0.061,101309.4,,,,,,,,0
5.260,SYNTHETIC,-0.336,0.735,55.113,0.065,-0.072,0.076,101302.2,,,,,,,,0
5.280,SYNTHETIC,0.332,0.042,55.844,0.106,0.069,-0.001,101301.2,,,,,,,,0
5.300,SYNTHETIC,0.060,0.860,54.513,0.060,-0.053,-0.146,101299.8,,,,,,,,0
5.320,SYNTHETIC,-0.224,-0.224,53.368,-0.060,0.128,0.135,101303.8,,,,,,,,0
5.340,SYNTHETIC,0.835,-0.696,55.230,0.094,-0.126,0.106,101292.5,,,,,,,,0
5.360,SYNTHETIC,-0.149,0.426,54.821,-0.095,0.135,0.008,101294.0,,,,,,,,0
5.380,SYNTHETIC,0.251,-0.035,54.190,0.004,0.058,0.033,101287.8,,,,,,,,0
5.400,SYNTHETIC,-0.597,-0.536,54.231,0.017,-0.131,-0.033,101283.7,,,,,,,,0
5.420,SYNTHETIC,-0.276,-0.999,54.594,-0.187,-0.074,-0.098,101276.6,,,,,,,,0
5.440,SYNTHETIC,0.109,-0.302,54.105,0.004,-0.123,-0.070,101271.5,,,,,,,,0
5.460,SYNTHETIC,-0.415,-0.476,54.719,-0.068,0.024,-0.027,101266.0,,,,,,,,0
5.480,SYNTHETIC,-0.311,0.359,54.648,-0.029,-0.020,-0.104,101267.0,,,,,,,,0
5.500,SYNTHETIC,0.385,0.164,54.420,-0.067,0.001,-0.015,101256.5,,,,,,,,0
5.520,SYNTHETIC,0.040,-0.119,53.902,-0.006,-0.090,0.042,101251.1,,,,,,,,0
5.540,SYNTHETIC,-0.022,0.106,53.833,-0.016,0.115,-0.248,101242.5,,,,,,,,0
5.560,SYNTHETIC,0.207,-0.771,53.936,0.040,-0.005,0.125,101238.5,,,,,,,,0
5.580,SYNTHETIC,0.520,-0.491,53.727,0.039,-0.054,0.021,101235.2,,,,,,,,0
5.600,SYNTHETIC,-1.067,0.666,52.824,-0.007,-0.106,-0.184,101227.2,,,,,,,,0
5.620,SYNTHETIC,0.021,0.503,54.177,0.045,-0.027,0.133,101221.3,,,,,,,,0
5.640,SYNTHETIC,0.421,0.008,54.032,0.219,0.025,0.082,101214.8,,,,,,,,0
5.660,SYNTHETIC,-0.919,0.367,54.283,0.088,0.010,-0.039,101209.8,,,,,,,,0
5.680,SYNTHETIC,-0.699,0.606,53.689,0.070,-0.086,-0.101,101195.0,,,,,,,,0
5.700,SYNTHETIC,-0.066,-0.483,53.515,0.049,0.107,-0.134,101193.0,,,,,,,,0
5.720,SYNTHETIC,-0.362,0.248,53.336,0.078,-0.013,0.137,101183.0,,,,,,,,0
5.740,SYNTHETIC,-1.062,0.090,53.415,-0.146,0.082,0.165,101171.7,,,,,,,,0
5.760,SYNTHETIC,0.150,-0.535,54.309,-0.085,-0.024,-0.083,101166.9,,,,,,,,0
5.780,SYNTHETIC,-0.193,0.172,52.830,-0.070,0.042,-0.189,101165.9,,,,,,,,0
5.800,SYNTHETIC,-0.191,-0.382,53.442,0.052,0.013,0.066,101153.3,,,,,,,,0
5.820,SYNTHETIC,0.215,0.696,53.041,0.025,0.152,-0.166,101142.7,,,,,,,,0
5.840,SYNTHETIC,0.591,0.056,53.349,0.015,-0.106,-0.042,101135.0,,,,,,,,0
5.860,SYNTHETIC,-0.712,-0.946,52.826,0.128,0.058,-0.079,101124.7,,,,,,,,0
5.880,SYNTHETIC,-0.256,-0.293,53.501,0.051,0.186,-0.028,101114.3,,,,,,,,0
5.900,SYNTHETIC,-0.218,0.537,53.273,0.032,0.118,0.012,101110.9,,,,,,,,0
5.920,SYNTHETIC,0.216,0.065,52.096,0.133,0.162,-0.123,101095.2,,,,,,,,0
5.940,SYNTHETIC,-0.139,0.318,52.404,-0.130,-0.100,0.000,101086.6,,,,,,,,0
5.960,SYNTHETIC,0.856,0.390,52.248,-0.015,-0.052,-0.029,101078.2,,,,,,,,0
5.980,SYNTHETIC,-0.016,0.719,52.562,0.075,0.332,0.144,101066.2,,,,,,,,0
6.000,SYNTHETIC,0.191,-0.299,52.671,0.023,-0.040,0.075,101058.4,,,,,,23.56,4.095,0
6.020,SYNTHETIC,0.306,0.377,52.158,-0.061,0.166,-0.037,101048.7,,,,,,,,0
6.040,SYNTHETIC,-0.240,0.162,52.213,0.062,0.106,-0.021,101035.1,,,,,,,,0
6.060,SYNTHETIC,0.198,0.365,52.176,-0.168,0.058,0.324,101022.0,,,,,,,,0
6.080,SYNTHETIC,-0.185,0.222,52.189,0.049,0.241,-0.018,101009.8,,,,,,,,0
6.100,SYNTHETIC,-0.021,-0.065,52.669,-0.082,0.133,-0.097,100997.9,,,,,,,,0
6.120,SYNTHETIC,-1.124,0.143,52.481,0.034,-0.048,0.116,100986.0,,,,,,,,0
6.140,SYNTHETIC,-0.539,-0.736,52.065,0.019,-0.013,-0.020,100976.7,,,,,,,,0
6.160,SYNTHETIC,-0.223,0.024,52.873,0.097,0.190,-0.208,100960.8,,,,,,,,0
6.180,SYNTHETIC,-0.093,-0.251,51.797,-0.012,-0.169,0.194,100955.1,,,,,,,,0
6.200,SYNTHETIC,-0.571,-0.656,51.354,-0.018,0.066,-0.058,100940.7,,,,,,,,0
6.220,SYNTHETIC,0.200,0.155,52.077,-0.096,-0.055,0.116,100925.9,,,,,,,,0
6.240,SYNTHETIC,0.872,-0.099,51.654,0.067,-0.130,-0.119,100915.1,,,,,,,,0
6.260,SYNTHETIC,0.171,0.195,51.639,0.046,0.172,-0.123,100900.2,,,,,,,,0
6.280,SYNTHETIC,0.371,-0.321,51.273,0.070,-0.013,0.237,100885.5,,,,,,,,0
6.300,SYNTHETIC,-0.005,0.182,51.225,-0.041,-0.024,-0.108,100876.8,,,,,,,,0
6.320,SYNTHETIC,-0.216,-0.273,49.851,0.078,-0.008,-0.095,100861.7,,,,,,,,0
6.340,SYNTHETIC,-1.003,-0.727,51.175,-0.052,0.117,-0.036,100846.2,,,,,,,,0
6.360,SYNTHETIC,0.378,-0.106,51.324,-0.026,-0.028,-0.050,100833.6,,,,,,,,0
6.380,SYNTHETIC,-0.558,0.723,50.243,-0.096,0.018,0.066,100818.1,,,,,,,,0
6.400,SYNTHETIC,0.046,0.520,50.432,0.006,-0.082,-0.132,100805.6,,,,,,,,0
6.420,SYNTHETIC,0.342,0.170,50.742,0.037,-0.122,0.023,100789.6,,,,,,,,0
6.440,SYNTHETIC,0.043,-0.438,50.446,-0.114,-0.087,0.216,100777.3,,,,,,,,0
6.460,SYNTHETIC,0.434,0.737,50.790,0.104,-0.018,0.009,100760.9,,,,,,,,0
6.480,SYNTHETIC,0.051,0.480,50.111,-0.005,0.069,0.060,100739.8,,,,,,,,0
6.500,SYNTHETIC,0.031,-0.518,49.824,0.129,0.053,0.222,100728.8,,,,,,,,0
6.520,SYNTHETIC,-0.004,-0.004,-39.917,-0.074,-0.011,-0.074,100710.8,,,,,,,,0
6.540,SYNTHETIC,0.013,0.082,-38.678,0.112,0.070,0.115,100697.8,,,,,,,,0
6.560,SYNTHETIC,0.017,-0.060,-37.471,-0.135,0.032,-0.030,100683.7,,,,,,,,0
6.580,SYNTHETIC,-0.058,-0.076,-36.411,-0.008,-0.155,0.096,100666.1,,,,,,,,0
6.600,SYNTHETIC,-0.040,-0.029,-35.418,0.013,-0.108,0.015,100652.0,,,,,,,,0
6.620,SYNTHETIC,-0.029,-0.019,-34.272,0.048,0.118,-0.048,100639.0,,,,,,,,0
6.640,SYNTHETIC,-0.036,0.039,-33.245,0.123,-0.151,0.057,100624.1,,,,,,,,0
6.660,SYNTHETIC,-0.048,0.025,-32.266,-0.071,-0.081,0.013,100611.2,,,,,,,,0
6.680,SYNTHETIC,0.019,-0.015,-31.301,0.159,0.030,0.042,100599.5,,,,,,,,0
6.700,SYNTHETIC,-0.014,-0.009,-30.485,0.028,-0.185,0.048,100580.5,,,,,,,,0
6.720,SYNTHETIC,0.049,-0.052,-29.681,-0.127,0.079,-0.084,100570.2,,,,,,,,0
6.740,SYNTHETIC,-0.177,-0.038,-28.775,0.072,0.030,0.024,100559.3,,,,,,,,0
6.760,SYNTHETIC,0.065,0.027,-27.886,0.006,-0.014,-0.019,100541.6,,,,,,,,0
6.780,SYNTHETIC,0.017,-0.092,-27.267,0.034,-0.046,-0.130,100534.1,,,,,,,,0
6.800,SYNTHETIC,-0.014,-0.062,-26.485,0.030,0.108,-0.137,100517.3,,,,,,,,0
6.820,SYNTHETIC,-0.043,-0.105,-25.712,-0.018,0.042,-0.016,100504.2,,,,,,,,0
6.840,SYNTHETIC,-0.001,-0.085,-25.094,-0.024,0.032,0.102,100492.7,,,,,,,,0
6.860,SYNTHETIC,0.085,0.025,-24.473,0.030,-0.007,0.051,100480.4,,,,,,,,0
6.880,SYNTHETIC,0.023,-0.040,-23.724,0.108,-0.105,0.030,100469.2,,,,,,,,0
6.900,SYNTHETIC,0.007,-0.068,-23.130,0.016,-0.130,0.096,100457.7,,,,,,,,0
6.920,SYNTHETIC,0.020,-0.023,-22.487,0.001,-0.013,0.075,100447.5,,,,,,,,0
6.940,SYNTHETIC,-0.009,0.084,-21.964,-0.050,-0.063,0.075,100437.6,,,,,,,,0
6.960,SYNTHETIC,-0.001,0.033,-21.380,0.037,0.042,-0.078,100419.2,,,,,,,,0
6.980,SYNTHETIC,-0.128,0.020,-20.795,-0.184,0.004,0.097,100411.6,,,,,,,,0
7.000,SYNTHETIC,-0.011,0.008,-20.275,0.088,-0.098,-0.029,100399.7,,,,,,23.48,4.094,0
7.020,SYNTHETIC,0.093,0.011,-19.691,0.096,-0.052,-0.019,100388.8,,,,,,,,0
7.040,SYNTHETIC,-0.044,-0.047,-19.255,0.127,0.004,-0.167,100376.6,,,,,,,,0
7.060,SYNTHETIC,-0.092,-0.035,-18.770,0.143,-0.119,-0.121,100367.2,,,,,,,,0
7.080,SYNTHETIC,0.003,-0.049,-18.249,-0.076,0.029,-0.052,100359.0,,,,,,,,0
7.100,SYNTHETIC,0.034,-0.020,-17.787,0.023,0.111,0.040,100346.5,,,,,,,,0
7.120,SYNTHETIC,0.038,-0.023,-17.304,-0.195,-0.016,0.015,100333.0,,,,,,,,0
7.140,SYNTHETIC,0.035,0.020,-17.004,-0.094,-0.216,0.107,100327.9,,,,,,,,0
7.160,SYNTHETIC,0.024,-0.059,-16.447,0.129,0.049,-0.028,100321.9,,,,,,,,0
7.180,SYNTHETIC,0.113,-0.004,-16.043,0.000,-0.042,-0.020,100308.6,,,,,,,,0
7.200,SYNTHETIC,-0.041,-0.029,-15.644,0.058,0.042,-0.100,100297.1,,,,,,,,0
7.220,SYNTHETIC,-0.031,0.005,-15.288,0.054,0.109,0.017,100293.5,,,,,,,,0
7.240,SYNTHETIC,0.020,0.067,-14.906,-0.011,-0.009,0.124,100280.6,,,,,,,,0
7.260,SYNTHETIC,-0.041,-0.136,-14.609,-0.041,0.096,-0.245,100269.7,,,,,,,,0
7.280,SYNTHETIC,0.065,-0.011,-14.192,0.057,0.144,0.105,100257.2,,,,,,,,0
7.300,SYNTHETIC,-0.058,0.020,-13.798,0.072,-0.073,-0.066,100256.6,,,,,,,,0
7.320,SYNTHETIC,0.039,-0.036,-13.508,0.179,-0.024,-0.044,100244.6,,,,,,,,0
7.340,SYNTHETIC,0.001,0.002,-13.065,-0.116,-0.167,-0.041,100235.4,,,,,,,,0
7.360,SYNTHETIC,-0.041,0.020,-12.920,0.174,-0.228,-0.129,100222.0,,,,,,,,0
7.380,SYNTHETIC,0.053,-0.033,-12.451,-0.078,-0.056,0.008,100218.7,,,,,,,,0
7.400,SYNTHETIC,0.102,-0.037,-12.131,-0.002,-0.088,-0.111,100210.5,,,,,,,,0
7.420,SYNTHETIC,-0.057,-0.091,-11.890,-0.012,0.075,-0.121,100198.7,,,,,,,,0
7.440,SYNTHETIC,-0.102,-0.032,-11.693,-0.057,0.062,0.053,100191.3,,,,,,,,0
7.460,SYNTHETIC,-0.047,0.037,-11.382,-0.006,0.066,-0.022,100184.6,,,,,,,,0
7.480,SYNTHETIC,0.003,0.024,-11.036,-0.054,0.101,-0.081,100169.4,,,,,,,,0
7.500,SYNTHETIC,0.067,-0.003,-10.731,0.009,-0.050,-0.014,100168.0,,,,,,,,0
7.520,SYNTHETIC,0.025,0.127,-10.619,-0.155,0.016,0.079,100157.6,,,,,,,,0
7.540,SYNTHETIC,0.013,-0.021,-10.193,0.018,-0.023,0.017,100147.6,,,,,,,,0
7.560,SYNTHETIC,0.023,-0.012,-10.067,-0.007,0.155,0.124,100143.6,,,,,,,,0
7.580,SYNTHETIC,0.012,-0.040,-9.765,0.127,0.061,0.071,100133.2,,,,,,,,0
7.600,SYNTHETIC,0.023,0.032,-9.567,-0.036,0.148,-0.169,100125.8,,,,,,,,0
7.620,SYNTHETIC,-0.071,-0.017,-9.333,0.020,0.102,-0.124,100125.2,,,,,,,,0
7.640,SYNTHETIC,0.011,-0.113,-9.080,0.012,-0.075,0.188,100110.9,,,,,,,,0
7.660,SYNTHETIC,-0.033,-0.007,-8.840,-0.029,-0.025,-0.045,100105.8,,,,,,,,0
7.680,SYNTHETIC,0.070,0.110,-8.673,0.001,0.023,-0.038,100098.2,,,,,,,,0
7.700,SYNTHETIC,-0.040,-0.018,-8.421,0.028,-0.060,0.102,100090.3,,,,,,,,0
7.720,SYNTHETIC,0.061,0.039,-8.266,-0.273,0.124,0.141,100088.8,,,,,,,,0
7.740,SYNTHETIC,0.025,-0.035,-8.072,-0.145,0.004,0.005,100077.2,,,,,,,,0
7.760,SYNTHETIC,-0.015,-0.038,-7.919,0.058,0.037,-0.059,100071.8,,,,,,,,0
7.780,SYNTHETIC,0.027,-0.007,-7.621,-0.074,-0.129,-0.009,100067.4,,,,,,,,0
7.800,SYNTHETIC,-0.031,-0.036,-7.485,0.147,-0.034,-0.054,100062.1,,,,,,,,0
7.820,SYNTHETIC,0.021,-0.012,-7.350,0.190,-0.034,0.032,100049.0,,,,,,,,0
7.840,SYNTHETIC,-0.002,-0.003,-7.067,0.020,-0.104,-0.022,100043.5,,,,,,,,0
7.860,SYNTHETIC,-0.006,0.053,-6.956,-0.013,-0.005,-0.001,100043.2,,,,,,,,0
7.880,SYNTHETIC,0.034,-0.033,-6.758,-0.001,-0.040,-0.074,100034.5,,,,,,,,0
7.900,SYNTHETIC,-0.037,-0.048,-6.583,-0.051,-0.074,0.040,100022.2,,,,,,,,0
7.920,SYNTHETIC,0.059,-0.005,-6.348,-0.047,-0.052,0.074,100017.1,,,,,,,,0
7.940,SYNTHETIC,-0.088,-0.037,-6.178,0.149,0.005,0.099,100011.8,,,,,,,,0
7.960,SYNTHETIC,0.047,0.025,-6.160,-0.207,0.140,0.018,100008.9,,,,,,,,0
7.980,SYNTHETIC,0.006,-0.058,-5.933,0.013,-0.099,0.024,99999.3,,,,,,,,0
8.000,SYNTHETIC,-0.060,-0.016,-5.807,0.131,0.010,0.061,99998.1,,,,,,23.48,4.092,0
8.020,SYNTHETIC,-0.046,-0.028,-5.641,-0.213,-0.014,0.096,99986.5,,,,,,,,0
8.040,SYNTHETIC,-0.040,-0.012,-5.599,0.224,-0.090,0.059,99976.1,,,,,,,,0
8.060,SYNTHETIC,0.006,0.008,-5.355,0.149,0.084,-0.100,99980.3,,,,,,,,0
8.080,SYNTHETIC,0.007,-0.047,-5.204,0.144,0.019,0.052,99973.1,,,,,,,,0
8.100,SYNTHETIC,0.001,0.024,-5.071,-0.067,-0.196,-0.047,99968.6,,,,,,,,0
8.120,SYNTHETIC,0.081,-0.012,-5.011,0.110,-0.012,0.239,99958.4,,,,,,,,0
8.140,SYNTHETIC,0.033,0.031,-4.843,0.113,-0.046,0.015,99957.4,,,,,,,,0
8.160,SYNTHETIC,-0.001,-0.143,-4.669,-0.173,0.034,0.082,99954.2,,,,,,,,0
8.180,SYNTHETIC,0.016,-0.032,-4.631,0.041,-0.002,0.073,99947.9,,,,,,,,0
8.200,SYNTHETIC,0.058,-0.003,-4.458,-0.125,-0.145,-0.083,99942.5,,,,,,,,0
8.220,SYNTHETIC,-0.022,0.107,-4.409,-0.002,0.068,-0.091,99935.0,,,,,,,,0
8.240,SYNTHETIC,0.009,-0.003,-4.214,-0.166,-0.171,-0.011,99930.8,,,,,,,,0
8.260,SYNTHETIC,0.014,-0.041,-4.283,0.022,0.006,0.030,99925.0,,,,,,,,0
8.280,SYNTHETIC,0.008,-0.004,-4.035,0.093,-0.213,0.091,99917.8,,,,,,,,0
8.300,SYNTHETIC,-0.135,0.032,-3.880,0.022,-0.039,-0.025,99913.9,,,,,,,,0
8.320,SYNTHETIC,0.073,0.007,-3.766,-0.044,0.060,-0.051,99912.0,,,,,,,,0
8.340,SYNTHETIC,-0.097,0.025,-3.583,0.081,0.137,-0.065,99906.4,,,,,,,,0
8.360,SYNTHETIC,0.098,-0.039,-3.650,0.069,-0.020,-0.064,99893.4,,,,,,,,0
8.380,SYNTHETIC,-0.003,0.030,-3.443,-0.076,-0.040,-0.132,99895.6,,,,,,,,0
8.400,SYNTHETIC,-0.093,-0.014,-3.404,-0.042,0.023,0.006,99891.0,,,,,,,,0
8.420,SYNTHETIC,0.054,-0.007,-3.289,0.117,-0.065,-0.007,99886.6,,,,,,,,0
8.440,SYNTHETIC,-0.015,-0.030,-3.181,0.183,0.073,0.011,99877.0,,,,,,,,0
8.460,SYNTHETIC,0.004,0.054,-3.115,0.098,-0.117,0.117,99876.4,,,,,,,,0
8.480,SYNTHETIC,-0.081,-0.016,-3.002,-0.012,0.184,0.087,99874.7,,,,,,,,0
8.500,SYNTHETIC,0.041,0.019,-2.947,0.065,0.090,0.094,99867.7,,,,,,,,0
8.520,SYNTHETIC,-0.065,0.007,-2.915,0.035,0.231,0.246,99860.7,,,,,,,,0
8.540,SYNTHETIC,0.023,-0.062,-2.816,-0.049,-0.029,-0.017,99857.5,,,,,,,,0
8.560,SYNTHETIC,-0.068,-0.098,-2.620,0.023,0.264,0.027,99854.7,,,,,,,,0
8.580,SYNTHETIC,-0.020,0.005,-2.626,0.189,0.078,0.111,99854.3,,,,,,,,0
8.600,SYNTHETIC,0.012,-0.057,-2.468,0.174,-0.095,-0.162,99850.0,,,,,,,,0
8.620,SYNTHETIC,-0.042,0.000,-2.487,-0.098,0.110,0.053,99849.0,,,,,,,,0
8.640,SYNTHETIC,-0.097,0.016,-2.407,-0.101,0.002,0.037,99847.2,,,,,,,,0
8.660,SYNTHETIC,-0.016,-0.041,-2.301,0.134,-0.044,-0.165,99843.1,,,,,,,,0
8.680,SYNTHETIC,0.010,-0.001,-2.222,0.031,0.095,-0.050,99835.6,,,,,,,,0
8.700,SYNTHETIC,0.095,-0.027,-2.198,-0.110,-0.280,0.024,99830.1,,,,,,,,0
8.720,SYNTHETIC,0.022,-0.024,-2.126,0.106,0.130,-0.013,99824.8,,,,,,,,0
8.740,SYNTHETIC,0.038,-0.001,-2.020,0.287,0.025,-0.039,99822.9,,,,,,,,0
8.760,SYNTHETIC,0.008,0.074,-1.967,-0.064,-0.229,-0.101,99821.6,,,,,,,,0
8.780,SYNTHETIC,0.034,0.045,-1.873,0.028,0.147,-0.121,99816.3,,,,,,,,0
8.800,SYNTHETIC,0.013,0.079,-1.905,0.008,-0.017,-0.006,99810.7,,,,,,,,0
8.820,SYNTHETIC,0.057,-0.064,-1.753,-0.219,-0.087,0.056,99813.0,,,,,,,,0
8.840,SYNTHETIC,-0.026,0.002,-1.650,0.020,0.036,-0.024,99811.9,,,,,,,,0
8.860,SYNTHETIC,-0.008,0.005,-1.737,0.034,-0.039,0.037,99807.7,,,,,,,,0
8.880,SYNTHETIC,-0.155,-0.030,-1.631,0.161,-0.116,-0.165,99802.4,,,,,,,,0
8.900,SYNTHETIC,0.025,-0.071,-1.539,-0.037,0.003,-0.065,99802.1,,,,,,,,0
8.920,SYNTHETIC,-0.025,-0.041,-1.540,-0.111,-0.002,0.022,99794.1,,,,,,,,0
8.940,SYNTHETIC,0.012,0.016,-1.481,0.195,0.041,-0.019,99791.8,,,,,,,,0
8.960,SYNTHETIC,0.015,0.056,-1.414,-0.037,-0.099,0.063,99788.2,,,,,,,,0
8.980,SYNTHETIC,-0.062,-0.027,-1.351,0.182,-0.070,-0.073,99791.3,,,,,,,,0
9.000,SYNTHETIC,-0.046,-0.042,-1.317,-0.197,-0.021,-0.183,99782.8,0.0000309,0.0000657,126.4,3,9,23.36,4.089,0
9.020,SYNTHETIC,-0.030,-0.053,-1.279,0.090,0.078,0.068,99781.8,,,,,,,,0
9.040,SYNTHETIC,0.027,0.014,-1.252,0.071,0.231,-0.205,99780.8,,,,,,,,0
9.060,SYNTHETIC,-0.033,-0.046,-1.102,0.000,0.141,-0.038,99776.1,,,,,,,,0
9.080,SYNTHETIC,0.011,0.027,-1.147,0.266,-0.010,0.095,99774.4,,,,,,,,0
9.100,SYNTHETIC,0.089,-0.015,-1.141,-0.152,-0.162,-0.017,99768.8,,,,,,,,0
9.120,SYNTHETIC,-0.013,-0.014,-1.039,0.056,-0.093,0.076,99766.6,,,,,,,,0
9.140,SYNTHETIC,-0.039,-0.045,-0.962,0.114,0.064,-0.107,99766.0,,,,,,,,0
9.160,SYNTHETIC,-0.006,-0.027,-0.993,-0.183,-0.161,-0.010,99762.2,,,,,,,,0
9.180,SYNTHETIC,0.024,0.046,-0.832,-0.097,0.238,-0.047,99758.9,,,,,,,,0
9.200,SYNTHETIC,0.073,-0.021,-0.948,-0.012,-0.300,0.126,99761.5,,,,,,,,0
9.220,SYNTHETIC,-0.019,-0.026,-0.854,0.059,-0.119,0.022,99759.3,,,,,,,,0
9.240,SYNTHETIC,0.000,0.058,-0.777,-0.159,-0.020,-0.023,99757.2,,,,,,,,0
9.260,SYNTHETIC,-0.004,-0.099,-0.695,-0.058,0.024,0.174,99752.0,,,,,,,,0
9.280,SYNTHETIC,0.002,-0.004,-0.772,0.078,0.182,-0.036,99751.2,,,,,,,,0
9.300,SYNTHETIC,-0.049,0.036,-0.687,-0.104,0.056,0.000,99749.2,,,,,,,,0
9.320,SYNTHETIC,-0.020,-0.101,-0.601,0.064,-0.180,0.065,99746.6,,,,,,,,0
9.340,SYNTHETIC,0.051,0.043,-0.629,-0.013,0.053,-0.120,99745.2,,,,,,,,0
9.360,SYNTHETIC,0.043,0.023,-0.617,0.062,0.042,0.041,99735.7,,,,,,,,0
9.380,SYNTHETIC,0.021,-0.057,-0.554,0.024,-0.103,0.067,99739.3,,,,,,,,0
9.400,SYNTHETIC,0.023,-0.015,-0.486,-0.036,0.251,0.154,99738.7,,,,,,,,0
9.420,SYNTHETIC,0.018,0.031,-0.450,-0.192,-0.060,-0.028,99740.5,,,,,,,,0
9.440,SYNTHETIC,-0.101,-0.019,-0.406,-0.101,0.021,-0.251,99733.3,,,,,,,,0
9.460,SYNTHETIC,0.055,0.040,-0.423,-0.018,-0.031,0.083,99732.8,,,,,,,,0
9.480,SYNTHETIC,0.003,-0.070,-0.363,0.230,0.069,-0.031,99731.0,,,,,,,,0
9.500,SYNTHETIC,-0.024,0.046,-0.426,0.042,0.133,0.139,99730.1,,,,,,,,0
9.520,SYNTHETIC,-0.097,-0.005,-0.333,0.083,-0.058,-0.049,99727.6,,,,,,,,0
9.540,SYNTHETIC,-0.055,0.014,-0.314,-0.092,-0.014,0.088,99728.4,,,,,,,,0
9.560,SYNTHETIC,0.003,-0.041,-0.269,0.150,0.097,-0.059,99728.4,,,,,,,,0
9.580,SYNTHETIC,0.092,0.039,-0.331,-0.137,-0.036,-0.051,99728.3,,,,,,,,0
9.600,SYNTHETIC,0.010,-0.085,-0.275,-0.283,-0.005,0.049,99718.3,,,,,,,,0
9.620,SYNTHETIC,-0.016,-0.037,-0.196,0.031,0.126,0.030,99730.3,,,,,,,,0
9.640,SYNTHETIC,0.078,-0.024,-0.327,0.137,-0.069,0.047,99725.9,,,,,,,,0
9.660,SYNTHETIC,0.063,0.028,-0.292,-0.085,-0.085,-0.106,99730.0,,,,,,,,0
9.680,SYNTHETIC,0.028,0.000,-0.256,0.135,-0.052,0.033,99718.3,,,,,,,,0
9.700,SYNTHETIC,-0.072,0.024,-0.163,0.053,-0.056,-0.084,99722.5,,,,,,,,0
9.720,SYNTHETIC,-0.042,0.022,-0.133,-0.010,0.133,0.086,99720.7,,,,,,,,0
9.740,SYNTHETIC,-0.027,0.010,-0.086,-0.014,-0.021,-0.014,99717.5,,,,,,,,0
9.760,SYNTHETIC,-0.094,0.052,-0.142,-0.060,0.110,0.063,99719.1,,,,,,,,0
9.780,SYNTHETIC,0.057,-0.024,-0.136,0.000,0.107,-0.123,99715.0,,,,,,,,0
9.800,SYNTHETIC,0.093,-0.049,-0.142,0.070,0.015,-0.028,99719.4,,,,,,,,0
9.820,SYNTHETIC,-0.041,-0.022,-0.108,-0.014,-0.038,0.002,99710.2,,,,,,,,0
9.840,SYNTHETIC,-0.021,0.007,-0.107,0.023,0.003,0.124,99717.0,,,,,,,,0
9.860,SYNTHETIC,-0.018,0.048,-0.097,-0.052,-0.069,0.098,99713.8,,,,,,,,0
9.880,SYNTHETIC,0.001,-0.055,-0.228,0.004,0.079,0.024,99715.1,,,,,,,,0
9.900,SYNTHETIC,0.050,-0.002,-0.110,-0.200,0.176,0.018,99709.9,,,,,,,,0
9.920,SYNTHETIC,0.032,-0.028,-0.085,0.048,0.002,-0.257,99710.2,,,,,,,,0
9.940,SYNTHETIC,0.011,0.012,-0.047,-0.131,0.010,0.119,99711.9,,,,,,,,0
9.960,SYNTHETIC,0.020,0.012,-0.075,-0.052,0.057,-0.017,99708.3,,,,,,,,0
9.980,SYNTHETIC,-0.063,0.062,-0.011,0.025,0.034,-0.067,99707.2,,,,,,,,0
10.000,SYNTHETIC,0.038,-0.024,-0.032,0.006,0.072,-0.063,99708.8,0.0000591,0.0000685,137.1,3,9,23.28,4.087,0
10.020,SYNTHETIC,0.062,-0.020,0.056,-0.083,-0.088,-0.015,99715.4,,,,,,,,0
10.040,SYNTHETIC,0.126,0.087,-0.002,-0.075,0.059,-0.065,99706.3,,,,,,,,0
10.060,SYNTHETIC,-0.038,0.031,-0.058,0.016,-0.143,-0.025,99703.7,,,,,,,,0
10.080,SYNTHETIC,-0.059,-0.050,-0.001,0.139,0.045,-0.011,99708.5,,,,,,,,0
10.100,SYNTHETIC,0.021,-0.002,-0.064,0.202,0.144,0.249,99708.9,,,,,,,,0
10.120,SYNTHETIC,-0.070,0.013,0.011,0.180,0.229,0.010,99708.2,,,,,,,,0
10.140,SYNTHETIC,-0.063,-0.014,1.211,0.017,-0.210,0.013,99700.6,,,,,,,,0
10.160,SYNTHETIC,8.981,0.092,4.031,0.154,-0.017,9.724,99709.0,,,,,,,,0
10.180,SYNTHETIC,9.009,0.000,3.843,-0.098,-0.008,10.855,99711.0,,,,,,,,0
10.200,SYNTHETIC,9.091,0.016,3.750,-0.175,-0.068,11.993,99717.3,,,,,,,,0
